,subject,which_regions,demog_question,demog_response,culture
4623,SS1609891086501,NA,current_in,是,CN
4624,SS1609891086501,NA,state_grewup,重庆,CN
4625,SS1609891551310,NA,country_born,是,CN
4626,SS1609891551310,NA,current_in,是,CN
4627,SS1609891551310,NA,state_grewup,福建,CN
4628,SS1609908877725,NA,country_born,是,CN
4629,SS1609908877725,NA,current_in,是,CN
4630,SS1609908877725,NA,state_grewup,山东,CN
4631,SS1609908914854,NA,country_born,是,CN
4632,SS1609908914854,NA,current_in,是,CN
4633,SS1609908914854,NA,state_grewup,山东,CN
4634,SS1609908998401,NA,country_born,是,CN
4635,SS1609908998401,NA,current_in,是,CN
4636,SS1609908998401,NA,state_grewup,北京,CN
4637,SS1609909002041,NA,country_born,是,CN
4638,SS1609909002041,NA,current_in,是,CN
4639,SS1609909002041,NA,state_grewup,辽宁,CN
4640,SS1608910542319,NA,age,26,CN
4641,SS1608910542319,NA,gender,女性,CN
4642,SS1608910542319,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4643,SS1608915923505,NA,age,23,CN
4644,SS1608915923505,NA,gender,女性,CN
4645,SS1608915923505,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4646,SS1608939499047,NA,age,22,CN
4647,SS1608939499047,NA,gender,女性,CN
4648,SS1608939499047,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4649,SS1608943874386,NA,age,25,CN
4650,SS1608943874386,NA,gender,男性,CN
4651,SS1608943874386,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4652,SS1608945641685,NA,age,24,CN
4653,SS1608945641685,NA,gender,女性,CN
4654,SS1608945641685,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4655,SS1608948095292,NA,age,23,CN
4656,SS1608948095292,NA,gender,女性,CN
4657,SS1608948095292,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4658,SS1608949381789,NA,age,22,CN
4659,SS1608949381789,NA,gender,女性,CN
4660,SS1608949381789,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4661,SS1608954326224,NA,age,21,CN
4662,SS1608954326224,NA,gender,男性,CN
4663,SS1608954326224,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4664,SS1608954731700,NA,age,20,CN
4665,SS1608954731700,NA,gender,女性,CN
4666,SS1608954731700,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4667,SS1608970887825,NA,age,26,CN
4668,SS1608970887825,NA,gender,女性,CN
4669,SS1608970887825,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4670,SS1608972269897,NA,age,27,CN
4671,SS1608972269897,NA,gender,女性,CN
4672,SS1608972269897,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4673,SS1608996310483,NA,age,20,CN
4674,SS1608996310483,NA,gender,女性,CN
4675,SS1608996310483,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4676,SS1608996688173,NA,age,22,CN
4677,SS1608996688173,NA,gender,非二元性别者,CN
4678,SS1608996688173,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4679,SS1608997032951,NA,age,19,CN
4680,SS1608997032951,NA,gender,男性,CN
4681,SS1608997032951,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4682,SS1608997112698,NA,age,19,CN
4683,SS1608997112698,NA,gender,男性,CN
4684,SS1608997112698,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4685,SS1608997232238,NA,age,25,CN
4686,SS1608997232238,NA,gender,男性,CN
4687,SS1608997232238,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4688,SS1608997522324,NA,age,19,CN
4689,SS1608997522324,NA,gender,女性,CN
4690,SS1608997522324,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4691,SS1608997707068,NA,age,22,CN
4692,SS1608997707068,NA,gender,女性,CN
4693,SS1608997707068,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4694,SS1608997774748,NA,age,19,CN
4695,SS1608997774748,NA,gender,男性,CN
4696,SS1608997774748,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4697,SS1608998177863,NA,age,21,CN
4698,SS1608998177863,NA,gender,女性,CN
4699,SS1608998177863,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4700,SS1608998191588,NA,age,21,CN
4701,SS1608998191588,NA,gender,女性,CN
4702,SS1608998191588,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4703,SS1608998414826,NA,age,20,CN
4704,SS1608998414826,NA,gender,女性,CN
4705,SS1608998414826,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4706,SS1609000443345,NA,age,22,CN
4707,SS1609000443345,NA,gender,男性,CN
4708,SS1609000443345,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4709,SS1609000763890,NA,age,22,CN
4710,SS1609000763890,NA,gender,女性,CN
4711,SS1609000763890,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4712,SS1609001790486,NA,age,20,CN
4713,SS1609001790486,NA,gender,男性,CN
4714,SS1609001790486,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4715,SS1609002028914,NA,age,23,CN
4716,SS1609002028914,NA,gender,男性,CN
4717,SS1609002028914,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4718,SS1609005519115,NA,age,22,CN
4719,SS1609005519115,NA,gender,男性,CN
4720,SS1609005519115,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4721,SS1609006007662,NA,age,23,CN
4722,SS1609006007662,NA,gender,女性,CN
4723,SS1609006007662,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4724,SS1609029671133,NA,age,18,CN
4725,SS1609029671133,NA,gender,女性,CN
4726,SS1609029671133,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4727,SS1609032756992,NA,age,20,CN
4728,SS1609032756992,NA,gender,女性,CN
4729,SS1609032756992,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4730,SS1609034845673,NA,age,20,CN
4731,SS1609034845673,NA,gender,女性,CN
4732,SS1609034845673,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4733,SS1609035087170,NA,age,22,CN
4734,SS1609035087170,NA,gender,女性,CN
4735,SS1609035087170,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4736,SS1609035269711,NA,age,28,CN
4737,SS1609035269711,NA,gender,男性,CN
4738,SS1609035269711,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4739,SS1609035512006,NA,age,18,CN
4740,SS1609035512006,NA,gender,女性,CN
4741,SS1609035512006,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4742,SS1609035895621,NA,age,18,CN
4743,SS1609035895621,NA,gender,女性,CN
4744,SS1609035895621,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4745,SS1609038166902,NA,age,50,CN
4746,SS1609038166902,NA,gender,男性,CN
4747,SS1609038166902,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4748,SS1609038359555,NA,age,23,CN
4749,SS1609038359555,NA,gender,女性,CN
4750,SS1609038359555,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4751,SS1609040322263,NA,age,28,CN
4752,SS1609040322263,NA,gender,男性,CN
4753,SS1609040322263,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4754,SS1609041102827,NA,age,24,CN
4755,SS1609041102827,NA,gender,女性,CN
4756,SS1609041102827,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4757,SS1609045009059,NA,age,26,CN
4758,SS1609045009059,NA,gender,男性,CN
4759,SS1609045009059,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4760,SS1609045159745,NA,age,22,CN
4761,SS1609045159745,NA,gender,女性,CN
4762,SS1609045159745,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4763,SS1609047757543,NA,age,28,CN
4764,SS1609047757543,NA,gender,男性,CN
4765,SS1609047757543,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4766,SS1609050562848,NA,age,22,CN
4767,SS1609050562848,NA,gender,女性,CN
4768,SS1609050562848,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4769,SS1609051064792,NA,age,25,CN
4770,SS1609051064792,NA,gender,男性,CN
4771,SS1609051064792,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4772,SS1609054193360,NA,age,21,CN
4773,SS1609054193360,NA,gender,女性,CN
4774,SS1609054193360,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4775,SS1609056109961,NA,age,22,CN
4776,SS1609056109961,NA,gender,女性,CN
4777,SS1609056109961,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4778,SS1609056238065,NA,age,23,CN
4779,SS1609056238065,NA,gender,女性,CN
4780,SS1609056238065,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4781,SS1609057298261,NA,age,23,CN
4782,SS1609057298261,NA,gender,女性,CN
4783,SS1609057298261,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4784,SS1609057764742,NA,age,23,CN
4785,SS1609057764742,NA,gender,男性,CN
4786,SS1609057764742,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4787,SS1609057903683,NA,age,22,CN
4788,SS1609057903683,NA,gender,女性,CN
4789,SS1609057903683,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4790,SS1609062380695,NA,age,24,CN
4791,SS1609062380695,NA,gender,女性,CN
4792,SS1609062380695,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4793,SS1609062423335,NA,age,22,CN
4794,SS1609062423335,NA,gender,女性,CN
4795,SS1609062423335,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4796,SS1609064318009,NA,age,24,CN
4797,SS1609064318009,NA,gender,男性,CN
4798,SS1609064318009,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4799,SS1609065406081,NA,age,22,CN
4800,SS1609065406081,NA,gender,女性,CN
4801,SS1609065406081,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4802,SS1609073869026,NA,age,18,CN
4803,SS1609073869026,NA,gender,女性,CN
4804,SS1609073869026,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4805,SS1609075750358,NA,age,20,CN
4806,SS1609075750358,NA,gender,女性,CN
4807,SS1609075750358,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4808,SS1609086776753,NA,age,25,CN
4809,SS1609086776753,NA,gender,女性,CN
4810,SS1609086776753,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4811,SS1609105368955,NA,age,18,CN
4812,SS1609105368955,NA,gender,男性,CN
4813,SS1609105368955,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4814,SS1609116587428,NA,age,27,CN
4815,SS1609116587428,NA,gender,女性,CN
4816,SS1609116587428,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4817,SS1609121014512,NA,age,18,CN
4818,SS1609121014512,NA,gender,拒绝回答,CN
4819,SS1609121014512,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4820,SS1609121221630,NA,age,20,CN
4821,SS1609121221630,NA,gender,女性,CN
4822,SS1609121221630,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4823,SS1609121912186,NA,age,25,CN
4824,SS1609121912186,NA,gender,女性,CN
4825,SS1609121912186,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4826,SS1609125348720,NA,age,23,CN
4827,SS1609125348720,NA,gender,女性,CN
4828,SS1609125348720,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4829,SS1609132098611,NA,age,19,CN
4830,SS1609132098611,NA,gender,男性,CN
4831,SS1609132098611,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4832,SS1609139734485,NA,age,23,CN
4833,SS1609139734485,NA,gender,女性,CN
4834,SS1609139734485,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4835,SS1609141291161,NA,age,21,CN
4836,SS1609141291161,NA,gender,女性,CN
4837,SS1609141291161,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4838,SS1609144676893,NA,age,23,CN
4839,SS1609144676893,NA,gender,女性,CN
4840,SS1609144676893,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4841,SS1609146491935,NA,age,22,CN
4842,SS1609146491935,NA,gender,女性,CN
4843,SS1609146491935,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4844,SS1609156148777,NA,age,22,CN
4845,SS1609156148777,NA,gender,女性,CN
4846,SS1609156148777,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4847,SS1609163312228,NA,age,24,CN
4848,SS1609163312228,NA,gender,男性,CN
4849,SS1609163312228,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4850,SS1609166832692,NA,age,19,CN
4851,SS1609166832692,NA,gender,女性,CN
4852,SS1609166832692,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4853,SS1609206019548,NA,age,22,CN
4854,SS1609206019548,NA,gender,女性,CN
4855,SS1609206019548,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4856,SS1609208930844,NA,age,20,CN
4857,SS1609208930844,NA,gender,男性,CN
4858,SS1609208930844,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4859,SS1609213276315,NA,age,21,CN
4860,SS1609213276315,NA,gender,男性,CN
4861,SS1609213276315,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4862,SS1609214157015,NA,age,21,CN
4863,SS1609214157015,NA,gender,女性,CN
4864,SS1609214157015,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4865,SS1609223067371,NA,age,20,CN
4866,SS1609223067371,NA,gender,男性,CN
4867,SS1609223067371,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4868,SS1609225913111,NA,age,24,CN
4869,SS1609225913111,NA,gender,男性,CN
4870,SS1609225913111,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4871,SS1609229037242,NA,age,21,CN
4872,SS1609229037242,NA,gender,女性,CN
4873,SS1609229037242,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4874,SS1609229287946,NA,age,24,CN
4875,SS1609229287946,NA,gender,女性,CN
4876,SS1609229287946,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4877,SS1609233742402,NA,age,23,CN
4878,SS1609233742402,NA,gender,女性,CN
4879,SS1609233742402,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4880,SS1609234368670,NA,age,22,CN
4881,SS1609234368670,NA,gender,男性,CN
4882,SS1609234368670,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4883,SS1609236181354,NA,age,22,CN
4884,SS1609236181354,NA,gender,女性,CN
4885,SS1609236181354,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4886,SS1609238981425,NA,age,20,CN
4887,SS1609238981425,NA,gender,女性,CN
4888,SS1609238981425,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4889,SS1609241808889,NA,age,25,CN
4890,SS1609241808889,NA,gender,女性,CN
4891,SS1609241808889,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4892,SS1609242245499,NA,age,24,CN
4893,SS1609242245499,NA,gender,女性,CN
4894,SS1609242245499,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4895,SS1609248452680,NA,age,23,CN
4896,SS1609248452680,NA,gender,女性,CN
4897,SS1609248452680,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4898,SS1609252307381,NA,age,18,CN
4899,SS1609252307381,NA,gender,男性,CN
4900,SS1609252307381,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4901,SS1609254302236,NA,age,20,CN
4902,SS1609254302236,NA,gender,男性,CN
4903,SS1609254302236,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4904,SS1609301941699,NA,age,21,CN
4905,SS1609301941699,NA,gender,女性,CN
4906,SS1609301941699,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4907,SS1609314218600,NA,age,23,CN
4908,SS1609314218600,NA,gender,女性,CN
4909,SS1609314218600,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4910,SS1609315463105,NA,age,18,CN
4911,SS1609315463105,NA,gender,女性,CN
4912,SS1609315463105,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4913,SS1609318098340,NA,age,20,CN
4914,SS1609318098340,NA,gender,女性,CN
4915,SS1609318098340,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4916,SS1609382454367,NA,age,31,CN
4917,SS1609382454367,NA,gender,女性,CN
4918,SS1609382454367,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4919,SS1609382677476,NA,age,21,CN
4920,SS1609382677476,NA,gender,男性,CN
4921,SS1609382677476,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4922,SS1609383084698,NA,age,24,CN
4923,SS1609383084698,NA,gender,女性,CN
4924,SS1609383084698,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4925,SS1609383545426,NA,age,22,CN
4926,SS1609383545426,NA,gender,男性,CN
4927,SS1609383545426,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4928,SS1609383938335,NA,age,22,CN
4929,SS1609383938335,NA,gender,女性,CN
4930,SS1609383938335,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4931,SS1609385308642,NA,age,19,CN
4932,SS1609385308642,NA,gender,女性,CN
4933,SS1609385308642,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4934,SS1609385581333,NA,age,27,CN
4935,SS1609385581333,NA,gender,女性,CN
4936,SS1609385581333,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4937,SS1609386384117,NA,age,19,CN
4938,SS1609386384117,NA,gender,女性,CN
4939,SS1609386384117,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4940,SS1609387365186,NA,age,19,CN
4941,SS1609387365186,NA,gender,女性,CN
4942,SS1609387365186,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4943,SS1609388348920,NA,age,23,CN
4944,SS1609388348920,NA,gender,女性,CN
4945,SS1609388348920,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4946,SS1609390330971,NA,age,18,CN
4947,SS1609390330971,NA,gender,女性,CN
4948,SS1609390330971,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4949,SS1609390524426,NA,age,23,CN
4950,SS1609390524426,NA,gender,女性,CN
4951,SS1609390524426,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4952,SS1609390607072,NA,age,25,CN
4953,SS1609390607072,NA,gender,男性,CN
4954,SS1609390607072,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4955,SS1609391110803,NA,age,19,CN
4956,SS1609391110803,NA,gender,女性,CN
4957,SS1609391110803,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4958,SS1609394084810,NA,age,22,CN
4959,SS1609394084810,NA,gender,女性,CN
4960,SS1609394084810,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4961,SS1609395698854,NA,age,24,CN
4962,SS1609395698854,NA,gender,男性,CN
4963,SS1609395698854,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4964,SS1609396253241,NA,age,25,CN
4965,SS1609396253241,NA,gender,女性,CN
4966,SS1609396253241,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4967,SS1609396910985,NA,age,22,CN
4968,SS1609396910985,NA,gender,男性,CN
4969,SS1609396910985,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4970,SS1609397448237,NA,age,24,CN
4971,SS1609397448237,NA,gender,男性,CN
4972,SS1609397448237,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4973,SS1609399711690,NA,age,28,CN
4974,SS1609399711690,NA,gender,女性,CN
4975,SS1609399711690,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4976,SS1609400144008,NA,age,25,CN
4977,SS1609400144008,NA,gender,男性,CN
4978,SS1609400144008,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4979,SS1609400637045,NA,age,19,CN
4980,SS1609400637045,NA,gender,男性,CN
4981,SS1609400637045,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4982,SS1609400971621,NA,age,28,CN
4983,SS1609400971621,NA,gender,男性,CN
4984,SS1609400971621,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4985,SS1609403281991,NA,age,25,CN
4986,SS1609403281991,NA,gender,女性,CN
4987,SS1609403281991,NA,ethnic,中国人（包括居住在中国大陆、香港、澳门、台湾，以及任何亚洲国家地区在内有华裔血统的人）,CN
4988,SS1609403452252,NA,age,26,CN
4989,SS1609403452252,NA,gender,女性,CN
