subject,culture,demog_question,demog_response
SS1651682805154,US,consumption_global_celebrity,0
SS1651682805154,US,consumption_global_actors,1
SS1651682805154,US,consumption_global_music,0
SS1651682805154,US,consumption_global_dress,4
SS1651682805154,US,consumption_global_television_oftenwatch,0
SS1651682805154,US,consumption_global_films,3
SS1651682805154,US,consumption_global_magazine,0
SS1651682805154,US,consumption_global_television_donotlike,3
SS1651687447221,US,consumption_global_movies,5
SS1651687447221,US,consumption_global_celebrity,4
SS1651687447221,US,consumption_global_actors,4
SS1651687447221,US,consumption_global_music,4
SS1651687447221,US,consumption_global_dress,6
SS1651687447221,US,consumption_global_television_oftenwatch,2
SS1651687447221,US,consumption_global_films,1
SS1651687447221,US,consumption_global_magazine,1
SS1651687447221,US,consumption_global_television_donotlike,2
SS1651689857645,US,consumption_global_movies,1
SS1651689857645,US,consumption_global_celebrity,1
SS1651689857645,US,consumption_global_actors,2
SS1651689857645,US,consumption_global_music,1
SS1651689857645,US,consumption_global_dress,4
SS1651689857645,US,consumption_global_television_oftenwatch,1
SS1651689857645,US,consumption_global_films,1
SS1651689857645,US,consumption_global_magazine,1
SS1651689857645,US,consumption_global_television_donotlike,4
SS1651690446636,US,consumption_global_movies,4
SS1651690446636,US,consumption_global_celebrity,3
SS1651690446636,US,consumption_global_actors,4
SS1651690446636,US,consumption_global_music,3
SS1651690446636,US,consumption_global_dress,5
SS1651690446636,US,consumption_global_television_oftenwatch,4
SS1651690446636,US,consumption_global_films,4
SS1651690446636,US,consumption_global_magazine,3
SS1651690446636,US,consumption_global_television_donotlike,2
SS1651690626669,US,consumption_global_movies,2
SS1651690626669,US,consumption_global_celebrity,2
SS1651690626669,US,consumption_global_actors,2
SS1651690626669,US,consumption_global_music,1
SS1651690626669,US,consumption_global_dress,5
SS1651690626669,US,consumption_global_television_oftenwatch,0
SS1651690626669,US,consumption_global_films,3
SS1651690626669,US,consumption_global_magazine,0
SS1651690626669,US,consumption_global_television_donotlike,4
SS1651690672320,US,consumption_global_movies,1
SS1651690672320,US,consumption_global_celebrity,2
SS1651690672320,US,consumption_global_actors,1
SS1651690672320,US,consumption_global_music,1
SS1651690672320,US,consumption_global_dress,3
SS1651690672320,US,consumption_global_television_oftenwatch,1
SS1651690672320,US,consumption_global_films,1
SS1651690672320,US,consumption_global_magazine,1
SS1651690672320,US,consumption_global_television_donotlike,3
SS1651690674639,US,consumption_global_movies,3
SS1651690674639,US,consumption_global_celebrity,1
SS1651690674639,US,consumption_global_actors,3
SS1651690674639,US,consumption_global_music,3
SS1651690674639,US,consumption_global_dress,3
SS1651690674639,US,consumption_global_television_oftenwatch,0
SS1651690674639,US,consumption_global_films,3
SS1651690674639,US,consumption_global_magazine,3
SS1651690674639,US,consumption_global_television_donotlike,3
SS1651690678231,US,consumption_global_movies,1
SS1651690678231,US,consumption_global_celebrity,1
SS1651690678231,US,consumption_global_actors,1
SS1651690678231,US,consumption_global_music,1
SS1651690678231,US,consumption_global_dress,5
SS1651690678231,US,consumption_global_television_oftenwatch,1
SS1651690678231,US,consumption_global_films,1
SS1651690678231,US,consumption_global_magazine,1
SS1651690678231,US,consumption_global_television_donotlike,3
SS1651690678388,US,consumption_global_movies,2
SS1651690678388,US,consumption_global_celebrity,2
SS1651690678388,US,consumption_global_actors,1
SS1651690678388,US,consumption_global_music,3
SS1651690678388,US,consumption_global_dress,3
SS1651690678388,US,consumption_global_television_oftenwatch,2
SS1651690678388,US,consumption_global_films,1
SS1651690678388,US,consumption_global_magazine,2
SS1651690678388,US,consumption_global_television_donotlike,5
SS1651690681690,US,consumption_global_movies,3
SS1651690681690,US,consumption_global_celebrity,2
SS1651690681690,US,consumption_global_actors,1
SS1651690681690,US,consumption_global_music,0
SS1651690681690,US,consumption_global_dress,4
SS1651690681690,US,consumption_global_television_oftenwatch,0
SS1651690681690,US,consumption_global_films,3
SS1651690681690,US,consumption_global_magazine,1
SS1651690681690,US,consumption_global_television_donotlike,3
SS1651690683219,US,consumption_global_movies,0
SS1651690683219,US,consumption_global_celebrity,3
SS1651690683219,US,consumption_global_actors,2
SS1651690683219,US,consumption_global_music,0
SS1651690683219,US,consumption_global_dress,4
SS1651690683219,US,consumption_global_television_oftenwatch,0
SS1651690683219,US,consumption_global_films,0
SS1651690683219,US,consumption_global_magazine,0
SS1651690683219,US,consumption_global_television_donotlike,3
SS1651690685286,US,consumption_global_movies,2
SS1651690685286,US,consumption_global_celebrity,4
SS1651690685286,US,consumption_global_actors,2
SS1651690685286,US,consumption_global_music,1
SS1651690685286,US,consumption_global_dress,4
SS1651690685286,US,consumption_global_television_oftenwatch,4
SS1651690685286,US,consumption_global_films,4
SS1651690685286,US,consumption_global_magazine,1
SS1651690685286,US,consumption_global_television_donotlike,3
SS1651690687499,US,consumption_global_movies,0
SS1651690687499,US,consumption_global_celebrity,0
SS1651690687499,US,consumption_global_actors,1
SS1651690687499,US,consumption_global_music,0
SS1651690687499,US,consumption_global_dress,1
SS1651690687499,US,consumption_global_television_oftenwatch,0
SS1651690687499,US,consumption_global_films,0
SS1651690687499,US,consumption_global_magazine,0
SS1651690687499,US,consumption_global_television_donotlike,6
SS1651690687538,US,consumption_global_movies,0
SS1651690687538,US,consumption_global_celebrity,2
SS1651690687538,US,consumption_global_actors,0
SS1651690687538,US,consumption_global_music,4
SS1651690687538,US,consumption_global_dress,0
SS1651690687538,US,consumption_global_television_oftenwatch,0
SS1651690687538,US,consumption_global_films,0
SS1651690687538,US,consumption_global_magazine,0
SS1651690687538,US,consumption_global_television_donotlike,4
SS1651690691047,US,consumption_global_movies,1
SS1651690691047,US,consumption_global_celebrity,3
SS1651690691047,US,consumption_global_actors,4
SS1651690691047,US,consumption_global_music,2
SS1651690691047,US,consumption_global_dress,5
SS1651690691047,US,consumption_global_television_oftenwatch,3
SS1651690691047,US,consumption_global_films,1
SS1651690691047,US,consumption_global_magazine,1
SS1651690691047,US,consumption_global_television_donotlike,3
SS1651690691327,US,consumption_global_movies,0
SS1651690691327,US,consumption_global_celebrity,3
SS1651690691327,US,consumption_global_actors,1
SS1651690691327,US,consumption_global_music,0
SS1651690691327,US,consumption_global_dress,3
SS1651690691327,US,consumption_global_television_oftenwatch,0
SS1651690691327,US,consumption_global_films,0
SS1651690691327,US,consumption_global_magazine,0
SS1651690691327,US,consumption_global_television_donotlike,3
SS1651690698980,US,consumption_global_movies,0
SS1651690698980,US,consumption_global_celebrity,1
SS1651690698980,US,consumption_global_actors,3
SS1651690698980,US,consumption_global_music,0
SS1651690698980,US,consumption_global_dress,4
SS1651690698980,US,consumption_global_television_oftenwatch,0
SS1651690698980,US,consumption_global_films,1
SS1651690698980,US,consumption_global_magazine,1
SS1651690698980,US,consumption_global_television_donotlike,3
SS1651690706045,US,consumption_global_movies,0
SS1651690706045,US,consumption_global_celebrity,0
SS1651690706045,US,consumption_global_actors,4
SS1651690706045,US,consumption_global_music,1
SS1651690706045,US,consumption_global_dress,4
SS1651690706045,US,consumption_global_television_oftenwatch,0
SS1651690706045,US,consumption_global_films,3
SS1651690706045,US,consumption_global_magazine,0
SS1651690706045,US,consumption_global_television_donotlike,5
SS1651690707343,US,consumption_global_movies,1
SS1651690707343,US,consumption_global_celebrity,1
SS1651690707343,US,consumption_global_actors,2
SS1651690707343,US,consumption_global_music,2
SS1651690707343,US,consumption_global_dress,4
SS1651690707343,US,consumption_global_television_oftenwatch,1
SS1651690707343,US,consumption_global_films,3
SS1651690707343,US,consumption_global_magazine,1
SS1651690707343,US,consumption_global_television_donotlike,3
SS1651690707467,US,consumption_global_movies,0
SS1651690707467,US,consumption_global_celebrity,0
SS1651690707467,US,consumption_global_actors,0
SS1651690707467,US,consumption_global_music,0
SS1651690707467,US,consumption_global_dress,1
SS1651690707467,US,consumption_global_television_oftenwatch,0
SS1651690707467,US,consumption_global_films,0
SS1651690707467,US,consumption_global_magazine,3
SS1651690707467,US,consumption_global_television_donotlike,4
SS1651690708015,US,consumption_global_movies,0
SS1651690708015,US,consumption_global_celebrity,3
SS1651690708015,US,consumption_global_actors,2
SS1651690708015,US,consumption_global_music,2
SS1651690708015,US,consumption_global_dress,3
SS1651690708015,US,consumption_global_television_oftenwatch,0
SS1651690708015,US,consumption_global_films,3
SS1651690708015,US,consumption_global_magazine,0
SS1651690708015,US,consumption_global_television_donotlike,4
SS1651690711805,US,consumption_global_movies,0
SS1651690711805,US,consumption_global_celebrity,0
SS1651690711805,US,consumption_global_actors,0
SS1651690711805,US,consumption_global_music,0
SS1651690711805,US,consumption_global_dress,5
SS1651690711805,US,consumption_global_television_oftenwatch,0
SS1651690711805,US,consumption_global_films,3
SS1651690711805,US,consumption_global_magazine,3
SS1651690711805,US,consumption_global_television_donotlike,3
SS1651690714289,US,consumption_global_movies,3
SS1651690714289,US,consumption_global_celebrity,1
SS1651690714289,US,consumption_global_actors,4
SS1651690714289,US,consumption_global_music,0
SS1651690714289,US,consumption_global_dress,0
SS1651690714289,US,consumption_global_television_oftenwatch,2
SS1651690714289,US,consumption_global_films,1
SS1651690714289,US,consumption_global_magazine,0
SS1651690714289,US,consumption_global_television_donotlike,6
SS1651690719363,US,consumption_global_movies,0
SS1651690719363,US,consumption_global_celebrity,0
SS1651690719363,US,consumption_global_actors,0
SS1651690719363,US,consumption_global_music,0
SS1651690719363,US,consumption_global_dress,5
SS1651690719363,US,consumption_global_television_oftenwatch,0
SS1651690719363,US,consumption_global_films,0
SS1651690719363,US,consumption_global_magazine,0
SS1651690719363,US,consumption_global_television_donotlike,3
SS1651690719510,US,consumption_global_movies,1
SS1651690719510,US,consumption_global_celebrity,1
SS1651690719510,US,consumption_global_actors,2
SS1651690719510,US,consumption_global_music,1
SS1651690719510,US,consumption_global_dress,4
SS1651690719510,US,consumption_global_television_oftenwatch,1
SS1651690719510,US,consumption_global_films,1
SS1651690719510,US,consumption_global_magazine,1
SS1651690719510,US,consumption_global_television_donotlike,4
SS1651690723933,US,consumption_global_movies,1
SS1651690723933,US,consumption_global_celebrity,1
SS1651690723933,US,consumption_global_actors,0
SS1651690723933,US,consumption_global_music,3
SS1651690723933,US,consumption_global_dress,3
SS1651690723933,US,consumption_global_television_oftenwatch,0
SS1651690723933,US,consumption_global_films,3
SS1651690723933,US,consumption_global_magazine,3
SS1651690723933,US,consumption_global_television_donotlike,2
SS1651690727662,US,consumption_global_movies,0
SS1651690727662,US,consumption_global_celebrity,3
SS1651690727662,US,consumption_global_actors,4
SS1651690727662,US,consumption_global_music,3
SS1651690727662,US,consumption_global_dress,5
SS1651690727662,US,consumption_global_television_oftenwatch,4
SS1651690727662,US,consumption_global_films,0
SS1651690727662,US,consumption_global_magazine,3
SS1651690727662,US,consumption_global_television_donotlike,1
SS1651690727759,US,consumption_global_movies,0
SS1651690727759,US,consumption_global_celebrity,0
SS1651690727759,US,consumption_global_actors,0
SS1651690727759,US,consumption_global_music,0
SS1651690727759,US,consumption_global_dress,5
SS1651690727759,US,consumption_global_television_oftenwatch,0
SS1651690727759,US,consumption_global_films,0
SS1651690727759,US,consumption_global_magazine,0
SS1651690727759,US,consumption_global_television_donotlike,3
SS1651690729593,US,consumption_global_movies,0
SS1651690729593,US,consumption_global_celebrity,2
SS1651690729593,US,consumption_global_actors,5
SS1651690729593,US,consumption_global_music,1
SS1651690729593,US,consumption_global_dress,4
SS1651690729593,US,consumption_global_television_oftenwatch,0
SS1651690729593,US,consumption_global_films,3
SS1651690729593,US,consumption_global_magazine,0
SS1651690729593,US,consumption_global_television_donotlike,3
SS1651690730467,US,consumption_global_movies,1
SS1651690730467,US,consumption_global_celebrity,2
SS1651690730467,US,consumption_global_actors,3
SS1651690730467,US,consumption_global_music,0
SS1651690730467,US,consumption_global_dress,5
SS1651690730467,US,consumption_global_television_oftenwatch,0
SS1651690730467,US,consumption_global_films,3
SS1651690730467,US,consumption_global_magazine,3
SS1651690730467,US,consumption_global_television_donotlike,4
SS1651690731537,US,consumption_global_movies,1
SS1651690731537,US,consumption_global_celebrity,3
SS1651690731537,US,consumption_global_actors,1
SS1651690731537,US,consumption_global_music,1
SS1651690731537,US,consumption_global_dress,3
SS1651690731537,US,consumption_global_television_oftenwatch,0
SS1651690731537,US,consumption_global_films,1
SS1651690731537,US,consumption_global_magazine,1
SS1651690731537,US,consumption_global_television_donotlike,3
SS1651690732177,US,consumption_global_movies,6
SS1651690732177,US,consumption_global_celebrity,0
SS1651690732177,US,consumption_global_actors,1
SS1651690732177,US,consumption_global_music,0
SS1651690732177,US,consumption_global_dress,4
SS1651690732177,US,consumption_global_television_oftenwatch,0
SS1651690732177,US,consumption_global_films,6
SS1651690732177,US,consumption_global_magazine,0
SS1651690732177,US,consumption_global_television_donotlike,3
SS1651690735020,US,consumption_global_movies,0
SS1651690735020,US,consumption_global_celebrity,0
SS1651690735020,US,consumption_global_actors,2
SS1651690735020,US,consumption_global_music,0
SS1651690735020,US,consumption_global_dress,5
SS1651690735020,US,consumption_global_television_oftenwatch,0
SS1651690735020,US,consumption_global_films,0
SS1651690735020,US,consumption_global_magazine,0
SS1651690735020,US,consumption_global_television_donotlike,5
SS1651690737808,US,consumption_global_movies,1
SS1651690737808,US,consumption_global_celebrity,1
SS1651690737808,US,consumption_global_actors,5
SS1651690737808,US,consumption_global_music,5
SS1651690737808,US,consumption_global_dress,5
SS1651690737808,US,consumption_global_television_oftenwatch,5
SS1651690737808,US,consumption_global_films,5
SS1651690737808,US,consumption_global_magazine,1
SS1651690737808,US,consumption_global_television_donotlike,5
SS1651690740366,US,consumption_global_movies,1
SS1651690740366,US,consumption_global_celebrity,3
SS1651690740366,US,consumption_global_actors,3
SS1651690740366,US,consumption_global_music,1
SS1651690740366,US,consumption_global_dress,3
SS1651690740366,US,consumption_global_television_oftenwatch,1
SS1651690740366,US,consumption_global_films,1
SS1651690740366,US,consumption_global_magazine,1
SS1651690740366,US,consumption_global_television_donotlike,5
SS1651690741486,US,consumption_global_movies,5
SS1651690741486,US,consumption_global_celebrity,0
SS1651690741486,US,consumption_global_actors,5
SS1651690741486,US,consumption_global_music,0
SS1651690741486,US,consumption_global_dress,4
SS1651690741486,US,consumption_global_television_oftenwatch,2
SS1651690741486,US,consumption_global_films,5
SS1651690741486,US,consumption_global_magazine,0
SS1651690741486,US,consumption_global_television_donotlike,2
SS1651690741942,US,consumption_global_movies,3
SS1651690741942,US,consumption_global_celebrity,3
SS1651690741942,US,consumption_global_actors,2
SS1651690741942,US,consumption_global_music,3
SS1651690741942,US,consumption_global_dress,4
SS1651690741942,US,consumption_global_television_oftenwatch,3
SS1651690741942,US,consumption_global_films,3
SS1651690741942,US,consumption_global_magazine,3
SS1651690741942,US,consumption_global_television_donotlike,1
SS1651690743939,US,consumption_global_movies,2
SS1651690743939,US,consumption_global_celebrity,4
SS1651690743939,US,consumption_global_actors,3
SS1651690743939,US,consumption_global_music,5
SS1651690743939,US,consumption_global_dress,5
SS1651690743939,US,consumption_global_television_oftenwatch,1
SS1651690743939,US,consumption_global_films,4
SS1651690743939,US,consumption_global_magazine,3
SS1651690743939,US,consumption_global_television_donotlike,3
SS1651690748106,US,consumption_global_movies,0
SS1651690748106,US,consumption_global_celebrity,3
SS1651690748106,US,consumption_global_actors,2
SS1651690748106,US,consumption_global_music,2
SS1651690748106,US,consumption_global_dress,4
SS1651690748106,US,consumption_global_television_oftenwatch,1
SS1651690748106,US,consumption_global_films,0
SS1651690748106,US,consumption_global_magazine,1
SS1651690748106,US,consumption_global_television_donotlike,3
SS1651690758188,US,consumption_global_movies,1
SS1651690758188,US,consumption_global_celebrity,1
SS1651690758188,US,consumption_global_actors,3
SS1651690758188,US,consumption_global_music,3
SS1651690758188,US,consumption_global_dress,3
SS1651690758188,US,consumption_global_television_oftenwatch,1
SS1651690758188,US,consumption_global_films,1
SS1651690758188,US,consumption_global_magazine,1
SS1651690758188,US,consumption_global_television_donotlike,3
SS1651690762770,US,consumption_global_movies,0
SS1651690762770,US,consumption_global_celebrity,0
SS1651690762770,US,consumption_global_actors,3
SS1651690762770,US,consumption_global_music,3
SS1651690762770,US,consumption_global_dress,3
SS1651690762770,US,consumption_global_television_oftenwatch,0
SS1651690762770,US,consumption_global_films,3
SS1651690762770,US,consumption_global_magazine,0
SS1651690762770,US,consumption_global_television_donotlike,3
SS1651690768899,US,consumption_global_movies,0
SS1651690768899,US,consumption_global_celebrity,1
SS1651690768899,US,consumption_global_actors,0
SS1651690768899,US,consumption_global_music,0
SS1651690768899,US,consumption_global_dress,1
SS1651690768899,US,consumption_global_television_oftenwatch,0
SS1651690768899,US,consumption_global_films,0
SS1651690768899,US,consumption_global_magazine,0
SS1651690768899,US,consumption_global_television_donotlike,6
SS1651690782524,US,consumption_global_movies,4
SS1651690782524,US,consumption_global_celebrity,4
SS1651690782524,US,consumption_global_actors,4
SS1651690782524,US,consumption_global_music,4
SS1651690782524,US,consumption_global_dress,5
SS1651690782524,US,consumption_global_television_oftenwatch,4
SS1651690782524,US,consumption_global_films,1
SS1651690782524,US,consumption_global_magazine,0
SS1651690782524,US,consumption_global_television_donotlike,2
SS1651690793463,US,consumption_global_movies,1
SS1651690793463,US,consumption_global_celebrity,1
SS1651690793463,US,consumption_global_actors,4
SS1651690793463,US,consumption_global_music,1
SS1651690793463,US,consumption_global_dress,5
SS1651690793463,US,consumption_global_television_oftenwatch,1
SS1651690793463,US,consumption_global_films,1
SS1651690793463,US,consumption_global_magazine,1
SS1651690793463,US,consumption_global_television_donotlike,5
SS1651690802568,US,consumption_global_movies,0
SS1651690802568,US,consumption_global_celebrity,0
SS1651690802568,US,consumption_global_actors,0
SS1651690802568,US,consumption_global_music,0
SS1651690802568,US,consumption_global_dress,3
SS1651690802568,US,consumption_global_television_oftenwatch,0
SS1651690802568,US,consumption_global_films,0
SS1651690802568,US,consumption_global_magazine,0
SS1651690802568,US,consumption_global_television_donotlike,6
SS1651690810190,US,consumption_global_movies,0
SS1651690810190,US,consumption_global_celebrity,0
SS1651690810190,US,consumption_global_actors,0
SS1651690810190,US,consumption_global_music,0
SS1651690810190,US,consumption_global_dress,3
SS1651690810190,US,consumption_global_television_oftenwatch,0
SS1651690810190,US,consumption_global_films,0
SS1651690810190,US,consumption_global_magazine,0
SS1651690810190,US,consumption_global_television_donotlike,5
SS1651690858692,US,consumption_global_movies,0
SS1651690858692,US,consumption_global_celebrity,0
SS1651690858692,US,consumption_global_actors,1
SS1651690858692,US,consumption_global_music,0
SS1651690858692,US,consumption_global_dress,4
SS1651690858692,US,consumption_global_television_oftenwatch,0
SS1651690858692,US,consumption_global_films,3
SS1651690858692,US,consumption_global_magazine,0
SS1651690858692,US,consumption_global_television_donotlike,3
SS1651690873357,US,consumption_global_movies,0
SS1651690873357,US,consumption_global_celebrity,3
SS1651690873357,US,consumption_global_actors,1
SS1651690873357,US,consumption_global_music,1
SS1651690873357,US,consumption_global_dress,4
SS1651690873357,US,consumption_global_television_oftenwatch,1
SS1651690873357,US,consumption_global_films,1
SS1651690873357,US,consumption_global_magazine,3
SS1651690873357,US,consumption_global_television_donotlike,3
SS1651690892118,US,consumption_global_movies,1
SS1651690892118,US,consumption_global_celebrity,1
SS1651690892118,US,consumption_global_actors,4
SS1651690892118,US,consumption_global_music,1
SS1651690892118,US,consumption_global_dress,3
SS1651690892118,US,consumption_global_television_oftenwatch,1
SS1651690892118,US,consumption_global_films,1
SS1651690892118,US,consumption_global_magazine,1
SS1651690892118,US,consumption_global_television_donotlike,5
SS1651690898679,US,consumption_global_movies,5
SS1651690898679,US,consumption_global_celebrity,4
SS1651690898679,US,consumption_global_actors,4
SS1651690898679,US,consumption_global_music,2
SS1651690898679,US,consumption_global_dress,5
SS1651690898679,US,consumption_global_television_oftenwatch,4
SS1651690898679,US,consumption_global_films,2
SS1651690898679,US,consumption_global_magazine,4
SS1651690898679,US,consumption_global_television_donotlike,1
SS1651690926515,US,consumption_global_movies,1
SS1651690926515,US,consumption_global_celebrity,1
SS1651690926515,US,consumption_global_actors,1
SS1651690926515,US,consumption_global_music,2
SS1651690926515,US,consumption_global_dress,3
SS1651690926515,US,consumption_global_television_oftenwatch,1
SS1651690926515,US,consumption_global_films,3
SS1651690926515,US,consumption_global_magazine,1
SS1651690926515,US,consumption_global_television_donotlike,3
SS1651690932141,US,consumption_global_movies,0
SS1651690932141,US,consumption_global_celebrity,0
SS1651690932141,US,consumption_global_actors,0
SS1651690932141,US,consumption_global_music,0
SS1651690932141,US,consumption_global_dress,0
SS1651690932141,US,consumption_global_television_oftenwatch,0
SS1651690932141,US,consumption_global_films,0
SS1651690932141,US,consumption_global_magazine,0
SS1651690932141,US,consumption_global_television_donotlike,6
SS1651690949027,US,consumption_global_movies,1
SS1651690949027,US,consumption_global_celebrity,5
SS1651690949027,US,consumption_global_actors,5
SS1651690949027,US,consumption_global_music,4
SS1651690949027,US,consumption_global_dress,4
SS1651690949027,US,consumption_global_television_oftenwatch,2
SS1651690949027,US,consumption_global_films,2
SS1651690949027,US,consumption_global_magazine,1
SS1651690949027,US,consumption_global_television_donotlike,4
SS1651691043519,US,consumption_global_movies,0
SS1651691043519,US,consumption_global_celebrity,0
SS1651691043519,US,consumption_global_actors,0
SS1651691043519,US,consumption_global_music,3
SS1651691043519,US,consumption_global_dress,6
SS1651691043519,US,consumption_global_television_oftenwatch,0
SS1651691043519,US,consumption_global_films,3
SS1651691043519,US,consumption_global_magazine,0
SS1651691043519,US,consumption_global_television_donotlike,3
SS1651691175620,US,consumption_global_movies,5
SS1651691175620,US,consumption_global_celebrity,1
SS1651691175620,US,consumption_global_actors,3
SS1651691175620,US,consumption_global_music,2
SS1651691175620,US,consumption_global_dress,3
SS1651691175620,US,consumption_global_television_oftenwatch,2
SS1651691175620,US,consumption_global_films,6
SS1651691175620,US,consumption_global_magazine,3
SS1651691175620,US,consumption_global_television_donotlike,0
SS1651691207769,US,consumption_global_movies,4
SS1651691207769,US,consumption_global_celebrity,3
SS1651691207769,US,consumption_global_actors,3
SS1651691207769,US,consumption_global_music,4
SS1651691207769,US,consumption_global_dress,3
SS1651691207769,US,consumption_global_television_oftenwatch,2
SS1651691207769,US,consumption_global_films,4
SS1651691207769,US,consumption_global_magazine,1
SS1651691207769,US,consumption_global_television_donotlike,2
SS1651691673018,US,consumption_global_movies,0
SS1651691673018,US,consumption_global_celebrity,3
SS1651691673018,US,consumption_global_actors,0
SS1651691673018,US,consumption_global_music,0
SS1651691673018,US,consumption_global_dress,4
SS1651691673018,US,consumption_global_television_oftenwatch,0
SS1651691673018,US,consumption_global_films,0
SS1651691673018,US,consumption_global_magazine,0
SS1651691673018,US,consumption_global_television_donotlike,5
SS1651692016531,US,consumption_global_movies,2
SS1651692016531,US,consumption_global_celebrity,2
SS1651692016531,US,consumption_global_actors,1
SS1651692016531,US,consumption_global_music,1
SS1651692016531,US,consumption_global_dress,3
SS1651692016531,US,consumption_global_television_oftenwatch,0
SS1651692016531,US,consumption_global_films,1
SS1651692016531,US,consumption_global_magazine,1
SS1651692016531,US,consumption_global_television_donotlike,3
SS1651692160397,US,consumption_global_movies,3
SS1651692160397,US,consumption_global_celebrity,5
SS1651692160397,US,consumption_global_actors,3
SS1651692160397,US,consumption_global_music,5
SS1651692160397,US,consumption_global_dress,1
SS1651692160397,US,consumption_global_television_oftenwatch,3
SS1651692160397,US,consumption_global_films,3
SS1651692160397,US,consumption_global_magazine,3
SS1651692160397,US,consumption_global_television_donotlike,1
SS1651694070275,US,consumption_global_movies,1
SS1651694070275,US,consumption_global_celebrity,2
SS1651694070275,US,consumption_global_actors,0
SS1651694070275,US,consumption_global_music,1
SS1651694070275,US,consumption_global_dress,3
SS1651694070275,US,consumption_global_television_oftenwatch,2
SS1651694070275,US,consumption_global_films,1
SS1651694070275,US,consumption_global_magazine,0
SS1651694070275,US,consumption_global_television_donotlike,5
SS1651697396411,US,consumption_global_movies,5
SS1651697396411,US,consumption_global_celebrity,1
SS1651697396411,US,consumption_global_actors,3
SS1651697396411,US,consumption_global_music,1
SS1651697396411,US,consumption_global_dress,3
SS1651697396411,US,consumption_global_television_oftenwatch,1
SS1651697396411,US,consumption_global_films,1
SS1651697396411,US,consumption_global_magazine,1
SS1651697396411,US,consumption_global_television_donotlike,3
SS1651868487521,US,consumption_global_movies,0
SS1651868487521,US,consumption_global_celebrity,0
SS1651868487521,US,consumption_global_actors,1
SS1651868487521,US,consumption_global_music,0
SS1651868487521,US,consumption_global_dress,2
SS1651868487521,US,consumption_global_television_oftenwatch,0
SS1651868487521,US,consumption_global_films,0
SS1651868487521,US,consumption_global_magazine,1
SS1651868487521,US,consumption_global_television_donotlike,6
SS1651868699067,US,consumption_global_movies,3
SS1651868699067,US,consumption_global_celebrity,1
SS1651868699067,US,consumption_global_actors,1
SS1651868699067,US,consumption_global_music,2
SS1651868699067,US,consumption_global_dress,3
SS1651868699067,US,consumption_global_television_oftenwatch,2
SS1651868699067,US,consumption_global_films,1
SS1651868699067,US,consumption_global_magazine,1
SS1651868699067,US,consumption_global_television_donotlike,4
SS1651868701012,US,consumption_global_movies,4
SS1651868701012,US,consumption_global_celebrity,4
SS1651868701012,US,consumption_global_actors,4
SS1651868701012,US,consumption_global_music,1
SS1651868701012,US,consumption_global_dress,5
SS1651868701012,US,consumption_global_television_oftenwatch,3
SS1651868701012,US,consumption_global_films,4
SS1651868701012,US,consumption_global_magazine,1
SS1651868701012,US,consumption_global_television_donotlike,3
SS1651868705438,US,consumption_global_movies,0
SS1651868705438,US,consumption_global_celebrity,0
SS1651868705438,US,consumption_global_actors,0
SS1651868705438,US,consumption_global_music,0
SS1651868705438,US,consumption_global_dress,1
SS1651868705438,US,consumption_global_television_oftenwatch,0
SS1651868705438,US,consumption_global_films,1
SS1651868705438,US,consumption_global_magazine,0
SS1651868705438,US,consumption_global_television_donotlike,5
SS1651868707186,US,consumption_global_movies,0
SS1651868707186,US,consumption_global_celebrity,0
SS1651868707186,US,consumption_global_actors,2
SS1651868707186,US,consumption_global_music,0
SS1651868707186,US,consumption_global_dress,4
SS1651868707186,US,consumption_global_television_oftenwatch,0
SS1651868707186,US,consumption_global_films,1
SS1651868707186,US,consumption_global_magazine,0
SS1651868707186,US,consumption_global_television_donotlike,3
SS1651868708760,US,consumption_global_movies,6
SS1651868708760,US,consumption_global_celebrity,1
SS1651868708760,US,consumption_global_actors,6
SS1651868708760,US,consumption_global_music,4
SS1651868708760,US,consumption_global_dress,4
SS1651868708760,US,consumption_global_television_oftenwatch,6
SS1651868708760,US,consumption_global_films,3
SS1651868708760,US,consumption_global_magazine,1
SS1651868708760,US,consumption_global_television_donotlike,0
SS1651868710355,US,consumption_global_movies,1
SS1651868710355,US,consumption_global_celebrity,4
SS1651868710355,US,consumption_global_actors,1
SS1651868710355,US,consumption_global_music,2
SS1651868710355,US,consumption_global_dress,4
SS1651868710355,US,consumption_global_television_oftenwatch,1
SS1651868710355,US,consumption_global_films,6
SS1651868710355,US,consumption_global_magazine,1
SS1651868710355,US,consumption_global_television_donotlike,2
SS1651868712524,US,consumption_global_movies,1
SS1651868712524,US,consumption_global_celebrity,3
SS1651868712524,US,consumption_global_actors,1
SS1651868712524,US,consumption_global_music,0
SS1651868712524,US,consumption_global_dress,4
SS1651868712524,US,consumption_global_television_oftenwatch,0
SS1651868712524,US,consumption_global_films,0
SS1651868712524,US,consumption_global_magazine,0
SS1651868712524,US,consumption_global_television_donotlike,6
SS1651868713554,US,consumption_global_movies,1
SS1651868713554,US,consumption_global_celebrity,2
SS1651868713554,US,consumption_global_actors,3
SS1651868713554,US,consumption_global_music,0
SS1651868713554,US,consumption_global_dress,4
SS1651868713554,US,consumption_global_television_oftenwatch,0
SS1651868713554,US,consumption_global_films,1
SS1651868713554,US,consumption_global_magazine,3
SS1651868713554,US,consumption_global_television_donotlike,3
