subject,which_regions,demog_question,demog_response,culture
SS1609560168328,character(0),monolingual,是，我是多语者,CN
SS1609560168328,character(0),targetlanguage,能,CN
SS1609560168328,character(0),objectiveses,有过一些研究生经历,CN
SS1609560168328,character(0),subjectiveses,6,CN
SS1609560262643,character(0),zipcode,1000,CN
SS1609560262643,character(0),resimobinum,4,CN
SS1609560262643,character(0),abroadexp,否,CN
SS1609560262643,character(0),overseaexpnum,没有国际经历,CN
SS1609560262643,character(0),firstlanguage,是,CN
SS1609560262643,character(0),monolingual,不，我只说中文,CN
SS1609560262643,character(0),targetlanguage,能,CN
SS1609560262643,character(0),objectiveses,有过一些研究生经历,CN
SS1609560262643,character(0),subjectiveses,5,CN
SS1609560692211,character(0),zipcode,1000,CN
SS1609560692211,character(0),resimobinum,西张村,CN
SS1609560692211,character(0),abroadexp,否,CN
SS1609560692211,character(0),overseaexpnum,没有国际经历,CN
SS1609560692211,character(0),firstlanguage,是,CN
SS1609560692211,character(0),monolingual,不，我只说中文,CN
SS1609560692211,character(0),targetlanguage,不能,CN
SS1609560692211,character(0),objectiveses,有过一些研究生经历,CN
SS1609560692211,character(0),subjectiveses,7,CN
SS1609560741612,character(0),zipcode,2000,CN
SS1609560741612,character(0),resimobinum,1,CN
SS1609560741612,character(0),abroadexp,否,CN
SS1609560741612,character(0),overseaexpnum,没有国际经历,CN
SS1609560741612,character(0),firstlanguage,是,CN
SS1609560741612,character(0),monolingual,是，我是多语者,CN
SS1609560741612,character(0),targetlanguage,能,CN
SS1609560741612,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609560741612,character(0),subjectiveses,7,CN
SS1609560942988,character(0),zipcode,4300,CN
SS1609560942988,character(0),resimobinum,3,CN
SS1609560942988,character(0),abroadexp,否,CN
SS1609560942988,character(0),overseaexpnum,没有国际经历,CN
SS1609560942988,character(0),firstlanguage,是,CN
SS1609560942988,character(0),monolingual,不，我只说中文,CN
SS1609560942988,character(0),targetlanguage,能,CN
SS1609560942988,character(0),objectiveses,有过一些研究生经历,CN
SS1609560942988,character(0),subjectiveses,5,CN
SS1609561045437,character(0),zipcode,5181,CN
SS1609561045437,character(0),resimobinum,3,CN
SS1609561045437,character(0),abroadexp,否,CN
SS1609561045437,character(0),overseaexpnum,没有国际经历,CN
SS1609561045437,character(0),firstlanguage,是,CN
SS1609561045437,character(0),monolingual,不，我只说中文,CN
SS1609561045437,character(0),targetlanguage,能,CN
SS1609561045437,character(0),objectiveses,一年或多年大学教育，无学位,CN
SS1609561045437,character(0),subjectiveses,4,CN
SS1609561082364,亚洲,zipcode,5100,CN
SS1609561082364,亚洲,resimobinum,3,CN
SS1609561082364,亚洲,abroadexp,是,CN
SS1609561082364,亚洲,overseaexpnum,没有国际经历,CN
SS1609561082364,亚洲,firstlanguage,是,CN
SS1609561082364,亚洲,monolingual,是，我是多语者,CN
SS1609561082364,亚洲,targetlanguage,能,CN
SS1609561082364,亚洲,objectiveses,一年或多年大学教育，无学位,CN
SS1609561082364,亚洲,subjectiveses,6,CN
SS1609561142801,"c(""北美洲"", ""亚洲"")",zipcode,1161,CN
SS1609561142801,"c(""北美洲"", ""亚洲"")",resimobinum,2,CN
SS1609561142801,"c(""北美洲"", ""亚洲"")",abroadexp,是,CN
SS1609561142801,"c(""北美洲"", ""亚洲"")",overseaexpnum,六段或更多国际经历,CN
SS1609561142801,"c(""北美洲"", ""亚洲"")",firstlanguage,是,CN
SS1609561142801,"c(""北美洲"", ""亚洲"")",monolingual,是，我是多语者,CN
SS1609561142801,"c(""北美洲"", ""亚洲"")",targetlanguage,能,CN
SS1609561142801,"c(""北美洲"", ""亚洲"")",objectiveses,四年/五年制大学本科学位,CN
SS1609561142801,"c(""北美洲"", ""亚洲"")",subjectiveses,5,CN
SS1609561504112,character(0),zipcode,3410,CN
SS1609561504112,character(0),resimobinum,6,CN
SS1609561504112,character(0),abroadexp,否,CN
SS1609561504112,character(0),overseaexpnum,没有国际经历,CN
SS1609561504112,character(0),firstlanguage,是,CN
SS1609561504112,character(0),monolingual,是，我是多语者,CN
SS1609561504112,character(0),targetlanguage,能,CN
SS1609561504112,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609561504112,character(0),subjectiveses,5,CN
SS1609561520947,character(0),zipcode,3100,CN
SS1609561520947,character(0),resimobinum,3,CN
SS1609561520947,character(0),abroadexp,否,CN
SS1609561520947,character(0),overseaexpnum,没有国际经历,CN
SS1609561520947,character(0),firstlanguage,是,CN
SS1609561520947,character(0),monolingual,是，我是多语者,CN
SS1609561520947,character(0),targetlanguage,能,CN
SS1609561520947,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609561520947,character(0),subjectiveses,7,CN
SS1609561854923,character(0),zipcode,510000,CN
SS1609561854923,character(0),resimobinum,3,CN
SS1609561854923,character(0),abroadexp,否,CN
SS1609561854923,character(0),overseaexpnum,没有国际经历,CN
SS1609561854923,character(0),firstlanguage,是,CN
SS1609561854923,character(0),monolingual,不，我只说中文,CN
SS1609561854923,character(0),targetlanguage,能,CN
SS1609561854923,character(0),objectiveses,一年或多年大学教育，无学位,CN
SS1609561854923,character(0),subjectiveses,5,CN
SS1609804488018,character(0),zipcode,4710,CN
SS1609804488018,character(0),resimobinum,1,CN
SS1609804488018,character(0),abroadexp,否,CN
SS1609804488018,character(0),overseaexpnum,没有国际经历,CN
SS1609804488018,character(0),firstlanguage,是,CN
SS1609804488018,character(0),monolingual,是，我是多语者,CN
SS1609804488018,character(0),targetlanguage,能,CN
SS1609804488018,character(0),objectiveses,一年或多年大学教育，无学位,CN
SS1609804488018,character(0),subjectiveses,4,CN
SS1609804557478,character(0),zipcode,,CN
SS1609804557478,character(0),resimobinum,7,CN
SS1609804557478,character(0),abroadexp,否,CN
SS1609804557478,character(0),overseaexpnum,三到五段国际经历,CN
SS1609804557478,character(0),firstlanguage,是,CN
SS1609804557478,character(0),monolingual,不，我只说中文,CN
SS1609804557478,character(0),targetlanguage,能,CN
SS1609804557478,character(0),objectiveses,有过一些研究生经历,CN
SS1609804557478,character(0),subjectiveses,7,CN
SS1609822208213,character(0),zipcode,1006,CN
SS1609822208213,character(0),resimobinum,4,CN
SS1609822208213,character(0),abroadexp,否,CN
SS1609822208213,character(0),overseaexpnum,一段国际经历,CN
SS1609822208213,character(0),firstlanguage,是,CN
SS1609822208213,character(0),monolingual,是，我是多语者,CN
SS1609822208213,character(0),targetlanguage,能,CN
SS1609822208213,character(0),objectiveses,有过一些研究生经历,CN
SS1609822208213,character(0),subjectiveses,5,CN
SS1609827896523,character(0),zipcode,4100,CN
SS1609827896523,character(0),resimobinum,4,CN
SS1609827896523,character(0),abroadexp,否,CN
SS1609827896523,character(0),overseaexpnum,一段国际经历,CN
SS1609827896523,character(0),firstlanguage,是,CN
SS1609827896523,character(0),monolingual,是，我是多语者,CN
SS1609827896523,character(0),targetlanguage,能,CN
SS1609827896523,character(0),objectiveses,有过一些研究生经历,CN
SS1609827896523,character(0),subjectiveses,4,CN
SS1609888937497,character(0),zipcode,2320,CN
SS1609888937497,character(0),resimobinum,4,CN
SS1609888937497,character(0),abroadexp,否,CN
SS1609888937497,character(0),overseaexpnum,三到五段国际经历,CN
SS1609888937497,character(0),firstlanguage,是,CN
SS1609888937497,character(0),monolingual,不，我只说中文,CN
SS1609888937497,character(0),targetlanguage,能,CN
SS1609888937497,character(0),objectiveses,有过一些研究生经历,CN
SS1609888937497,character(0),subjectiveses,5,CN
SS1609890931156,亚洲,zipcode,1000,CN
SS1609890931156,亚洲,resimobinum,1,CN
SS1609890931156,亚洲,abroadexp,是,CN
SS1609890931156,亚洲,overseaexpnum,三到五段国际经历,CN
SS1609890931156,亚洲,firstlanguage,是,CN
SS1609890931156,亚洲,monolingual,是，我是多语者,CN
SS1609890931156,亚洲,targetlanguage,能,CN
SS1609890931156,亚洲,objectiveses,四年/五年制大学本科学位,CN
SS1609890931156,亚洲,subjectiveses,7,CN
SS1609891086501,character(0),zipcode,1008,CN
SS1609891086501,character(0),resimobinum,2,CN
SS1609891086501,character(0),abroadexp,否,CN
SS1609891086501,character(0),overseaexpnum,两段国际经历,CN
SS1609891086501,character(0),firstlanguage,是,CN
SS1609891086501,character(0),monolingual,是，我是多语者,CN
SS1609891086501,character(0),targetlanguage,能,CN
SS1609891086501,character(0),objectiveses,有过一些研究生经历,CN
SS1609891086501,character(0),subjectiveses,8,CN
SS1609891551310,character(0),zipcode,1000,CN
SS1609891551310,character(0),resimobinum,3,CN
SS1609891551310,character(0),abroadexp,否,CN
SS1609891551310,character(0),overseaexpnum,没有国际经历,CN
SS1609891551310,character(0),firstlanguage,是,CN
SS1609891551310,character(0),monolingual,不，我只说中文,CN
SS1609891551310,character(0),targetlanguage,能,CN
SS1609891551310,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609891551310,character(0),subjectiveses,5,CN
SS1609908877725,character(0),zipcode,1008,CN
SS1609908877725,character(0),resimobinum,3,CN
SS1609908877725,character(0),abroadexp,否,CN
SS1609908877725,character(0),overseaexpnum,没有国际经历,CN
SS1609908877725,character(0),firstlanguage,是,CN
SS1609908877725,character(0),monolingual,不，我只说中文,CN
SS1609908877725,character(0),targetlanguage,能,CN
SS1609908877725,character(0),objectiveses,四年/五年制大学本科学位,CN
SS1609908877725,character(0),subjectiveses,3,CN
SS1609908914854,character(0),zipcode,1000,CN
SS1609908914854,character(0),resimobinum,3,CN
SS1609908914854,character(0),abroadexp,否,CN
SS1609908914854,character(0),overseaexpnum,没有国际经历,CN
SS1609908914854,character(0),firstlanguage,是,CN
SS1609908914854,character(0),monolingual,不，我只说中文,CN
SS1609908914854,character(0),targetlanguage,能,CN
SS1609908914854,character(0),objectiveses,有过一些研究生经历,CN
SS1609908914854,character(0),subjectiveses,6,CN
SS1609908998401,character(0),zipcode,1000,CN
SS1609908998401,character(0),resimobinum,3,CN
SS1609908998401,character(0),abroadexp,否,CN
SS1609908998401,character(0),overseaexpnum,一段国际经历,CN
SS1609908998401,character(0),firstlanguage,是,CN
SS1609908998401,character(0),monolingual,不，我只说中文,CN
SS1609908998401,character(0),targetlanguage,能,CN
SS1609908998401,character(0),objectiveses,有过一些研究生经历,CN
SS1609908998401,character(0),subjectiveses,8,CN
SS1609909002041,亚洲,zipcode,1160,CN
SS1609909002041,亚洲,resimobinum,2,CN
SS1609909002041,亚洲,abroadexp,是,CN
SS1609909002041,亚洲,overseaexpnum,两段国际经历,CN
SS1609909002041,亚洲,firstlanguage,是,CN
SS1609909002041,亚洲,monolingual,是，我是多语者,CN
SS1609909002041,亚洲,targetlanguage,能,CN
SS1609909002041,亚洲,objectiveses,一年或多年大学教育，无学位,CN
SS1609909002041,亚洲,subjectiveses,6,CN
SS1608910542319,NA,country_born,是,CN
SS1608910542319,NA,current_in,是,CN
SS1608910542319,NA,state_grewup,江苏,CN
SS1608915923505,NA,country_born,是,CN
SS1608915923505,NA,current_in,是,CN
SS1608915923505,NA,state_grewup,江西,CN
SS1608919052817,NA,country_born,是,CN
SS1608919052817,NA,current_in,是,CN
SS1608919052817,NA,state_grewup,河北,CN
SS1608922359968,NA,country_born,是,CN
SS1608922359968,NA,current_in,是,CN
SS1608922359968,NA,state_grewup,北京,CN
SS1608939499047,NA,country_born,是,CN
SS1608939499047,NA,current_in,是,CN
SS1608939499047,NA,state_grewup,山东,CN
SS1608943874386,NA,country_born,是,CN
SS1608943874386,NA,current_in,是,CN
SS1608943874386,NA,state_grewup,河北,CN
SS1608945641685,NA,country_born,是,CN
SS1608945641685,NA,current_in,是,CN
SS1608945641685,NA,state_grewup,河南,CN
SS1608948095292,NA,country_born,是,CN
SS1608948095292,NA,current_in,是,CN
SS1608948095292,NA,state_grewup,山东,CN
SS1608949381789,NA,country_born,是,CN
SS1608949381789,NA,current_in,是,CN
SS1608949381789,NA,state_grewup,辽宁,CN
SS1608954326224,NA,country_born,是,CN
SS1608954326224,NA,current_in,是,CN
SS1608954326224,NA,state_grewup,天津,CN
SS1608954731700,NA,country_born,是,CN
SS1608954731700,NA,current_in,是,CN
SS1608954731700,NA,state_grewup,其它,CN
SS1608970887825,NA,country_born,是,CN
SS1608970887825,NA,current_in,是,CN
SS1608970887825,NA,state_grewup,四川,CN
SS1608972269897,NA,country_born,是,CN
SS1608972269897,NA,current_in,是,CN
SS1608972269897,NA,state_grewup,吉林,CN
SS1608977429765,NA,country_born,是,CN
SS1608977429765,NA,current_in,是,CN
SS1608977429765,NA,state_grewup,北京,CN
SS1608996310483,NA,country_born,是,CN
SS1608996310483,NA,current_in,是,CN
SS1608996310483,NA,state_grewup,海南,CN
SS1608996688173,NA,country_born,是,CN
SS1608996688173,NA,current_in,是,CN
SS1608996688173,NA,state_grewup,北京,CN
SS1608997032951,NA,country_born,是,CN
SS1608997032951,NA,current_in,是,CN
SS1608997032951,NA,state_grewup,安徽,CN
SS1608997112698,NA,country_born,是,CN
SS1608997112698,NA,current_in,是,CN
SS1608997112698,NA,state_grewup,福建,CN
SS1608997232238,NA,country_born,是,CN
SS1608997232238,NA,current_in,否,CN
SS1608997232238,NA,state_grewup,山东,CN
SS1608997522324,NA,country_born,是,CN
SS1608997522324,NA,current_in,是,CN
SS1608997522324,NA,state_grewup,江苏,CN
SS1608997707068,NA,country_born,是,CN
SS1608997707068,NA,current_in,是,CN
SS1608997707068,NA,state_grewup,重庆,CN
SS1608997774748,NA,country_born,是,CN
SS1608997774748,NA,current_in,是,CN
SS1608997774748,NA,state_grewup,安徽,CN
SS1608997826306,NA,country_born,否,CN
SS1608997826306,NA,current_in,否,CN
SS1608997826306,NA,state_grewup,云南,CN
SS1608998177863,NA,country_born,是,CN
SS1608998177863,NA,current_in,是,CN
SS1608998177863,NA,state_grewup,北京,CN
SS1608998191588,NA,country_born,是,CN
SS1608998191588,NA,current_in,是,CN
SS1608998191588,NA,state_grewup,河北,CN
SS1608998414826,NA,country_born,是,CN
SS1608998414826,NA,current_in,是,CN
SS1608998414826,NA,state_grewup,四川,CN
SS1609000443345,NA,country_born,否,CN
SS1609000443345,NA,current_in,是,CN
SS1609000443345,NA,state_grewup,其它,CN
SS1609000763890,NA,country_born,是,CN
SS1609000763890,NA,current_in,是,CN
SS1609000763890,NA,state_grewup,北京,CN
SS1609001721768,NA,country_born,是,CN
SS1609001721768,NA,current_in,否,CN
SS1609001721768,NA,state_grewup,北京,CN
SS1609001790486,NA,country_born,是,CN
SS1609001790486,NA,current_in,是,CN
SS1609001790486,NA,state_grewup,黑龙江,CN
SS1609002028914,NA,country_born,是,CN
SS1609002028914,NA,current_in,是,CN
SS1609002028914,NA,state_grewup,天津,CN
SS1609005519115,NA,country_born,是,CN
SS1609005519115,NA,current_in,是,CN
SS1609005519115,NA,state_grewup,北京,CN
SS1609006007662,NA,country_born,是,CN
SS1609006007662,NA,current_in,否,CN
SS1609006007662,NA,state_grewup,天津,CN
SS1609029671133,NA,country_born,是,CN
SS1609029671133,NA,current_in,是,CN
SS1609029671133,NA,state_grewup,湖南,CN
SS1609032756992,NA,country_born,是,CN
SS1609032756992,NA,current_in,是,CN
SS1609032756992,NA,state_grewup,陕西,CN
SS1609034845673,NA,country_born,是,CN
SS1609034845673,NA,current_in,是,CN
SS1609034845673,NA,state_grewup,广东,CN
SS1609035087170,NA,country_born,是,CN
SS1609035087170,NA,current_in,是,CN
SS1609035087170,NA,state_grewup,新疆,CN
SS1609035138833,NA,country_born,是,CN
SS1609035138833,NA,current_in,是,CN
SS1609035138833,NA,state_grewup,重庆,CN
SS1609035269711,NA,country_born,是,CN
SS1609035269711,NA,current_in,是,CN
SS1609035269711,NA,state_grewup,黑龙江,CN
SS1609035512006,NA,country_born,是,CN
SS1609035512006,NA,current_in,是,CN
SS1609035512006,NA,state_grewup,山东,CN
SS1609035895621,NA,country_born,是,CN
SS1609035895621,NA,current_in,是,CN
SS1609035895621,NA,state_grewup,河北,CN
SS1609038166902,NA,country_born,是,CN
SS1609038166902,NA,current_in,是,CN
SS1609038166902,NA,state_grewup,其它,CN
SS1609038359555,NA,country_born,是,CN
SS1609038359555,NA,current_in,是,CN
SS1609038359555,NA,state_grewup,新疆,CN
SS1609040322263,NA,country_born,是,CN
SS1609040322263,NA,current_in,是,CN
SS1609040322263,NA,state_grewup,江西,CN
SS1609041102827,NA,country_born,是,CN
SS1609041102827,NA,current_in,是,CN
SS1609041102827,NA,state_grewup,安徽,CN
SS1609045009059,NA,country_born,是,CN
SS1609045009059,NA,current_in,是,CN
SS1609045009059,NA,state_grewup,湖南,CN
SS1609045159745,NA,country_born,是,CN
SS1609045159745,NA,current_in,是,CN
SS1609045159745,NA,state_grewup,河北,CN
SS1609047757543,NA,country_born,否,CN
SS1609047757543,NA,current_in,否,CN
SS1609047757543,NA,state_grewup,北京,CN
SS1609048020762,NA,country_born,是,CN
SS1609048020762,NA,current_in,是,CN
SS1609048020762,NA,state_grewup,湖南,CN
SS1609050562848,NA,country_born,是,CN
SS1609050562848,NA,current_in,是,CN
SS1609050562848,NA,state_grewup,北京,CN
SS1609051064792,NA,country_born,是,CN
SS1609051064792,NA,current_in,是,CN
SS1609051064792,NA,state_grewup,湖北,CN
SS1609054193360,NA,country_born,是,CN
SS1609054193360,NA,current_in,是,CN
SS1609054193360,NA,state_grewup,四川,CN
SS1609054420221,NA,country_born,是,CN
SS1609054420221,NA,current_in,是,CN
SS1609054420221,NA,state_grewup,北京,CN
SS1609056109961,NA,country_born,是,CN
SS1609056109961,NA,current_in,是,CN
SS1609056109961,NA,state_grewup,新疆,CN
SS1609056238065,NA,country_born,是,CN
SS1609056238065,NA,current_in,是,CN
SS1609056238065,NA,state_grewup,辽宁,CN
SS1609057298261,NA,country_born,是,CN
SS1609057298261,NA,current_in,是,CN
SS1609057298261,NA,state_grewup,其它,CN
SS1609057764742,NA,country_born,是,CN
SS1609057764742,NA,current_in,是,CN
SS1609057764742,NA,state_grewup,北京,CN
SS1609057903683,NA,country_born,是,CN
SS1609057903683,NA,current_in,是,CN
SS1609057903683,NA,state_grewup,陕西,CN
SS1609062380695,NA,country_born,是,CN
SS1609062380695,NA,current_in,是,CN
SS1609062380695,NA,state_grewup,上海,CN
SS1609062423335,NA,country_born,是,CN
SS1609062423335,NA,current_in,是,CN
SS1609062423335,NA,state_grewup,安徽,CN
SS1609064318009,NA,country_born,是,CN
SS1609064318009,NA,current_in,是,CN
SS1609064318009,NA,state_grewup,内蒙古,CN
SS1609065406081,NA,country_born,是,CN
SS1609065406081,NA,current_in,是,CN
SS1609065406081,NA,state_grewup,江苏,CN
SS1609073869026,NA,country_born,否,CN
SS1609073869026,NA,current_in,否,CN
SS1609073869026,NA,state_grewup,贵州,CN
SS1609075750358,NA,country_born,是,CN
SS1609075750358,NA,current_in,是,CN
SS1609075750358,NA,state_grewup,吉林,CN
SS1609079699037,NA,country_born,是,CN
SS1609079699037,NA,current_in,是,CN
SS1609079699037,NA,state_grewup,江苏,CN
SS1609086776753,NA,country_born,是,CN
SS1609086776753,NA,current_in,是,CN
SS1609086776753,NA,state_grewup,江苏,CN
SS1609105368955,NA,country_born,是,CN
SS1609105368955,NA,current_in,是,CN
SS1609105368955,NA,state_grewup,江苏,CN
SS1609108368156,NA,country_born,是,CN
SS1609108368156,NA,current_in,是,CN
SS1609108368156,NA,state_grewup,河南,CN
SS1609116587428,NA,country_born,是,CN
SS1609116587428,NA,current_in,是,CN
SS1609116587428,NA,state_grewup,广东,CN
SS1609121014512,NA,country_born,是,CN
SS1609121014512,NA,current_in,是,CN
SS1609121014512,NA,state_grewup,福建,CN
SS1609121221630,NA,country_born,是,CN
SS1609121221630,NA,current_in,是,CN
SS1609121221630,NA,state_grewup,内蒙古,CN
SS1609121912186,NA,country_born,是,CN
SS1609121912186,NA,current_in,是,CN
SS1609121912186,NA,state_grewup,广东,CN
SS1609123270584,NA,country_born,是,CN
SS1609123270584,NA,current_in,是,CN
SS1609123270584,NA,state_grewup,辽宁,CN
SS1609125348720,NA,country_born,是,CN
SS1609125348720,NA,current_in,是,CN
SS1609125348720,NA,state_grewup,陕西,CN
SS1609132098611,NA,country_born,是,CN
SS1609132098611,NA,current_in,是,CN
SS1609132098611,NA,state_grewup,福建,CN
SS1609139734485,NA,country_born,是,CN
SS1609139734485,NA,current_in,是,CN
SS1609139734485,NA,state_grewup,江西,CN
SS1609141291161,NA,country_born,是,CN
SS1609141291161,NA,current_in,是,CN
SS1609141291161,NA,state_grewup,湖北,CN
SS1609143031482,NA,country_born,是,CN
SS1609143031482,NA,current_in,是,CN
SS1609143031482,NA,state_grewup,北京,CN
SS1609144676893,NA,country_born,是,CN
SS1609144676893,NA,current_in,是,CN
SS1609144676893,NA,state_grewup,北京,CN
SS1609146491935,NA,country_born,是,CN
SS1609146491935,NA,current_in,是,CN
SS1609146491935,NA,state_grewup,辽宁,CN
SS1609150558457,NA,country_born,是,CN
SS1609150558457,NA,current_in,是,CN
SS1609150558457,NA,state_grewup,安徽,CN
SS1609156148777,NA,country_born,是,CN
SS1609156148777,NA,current_in,是,CN
SS1609156148777,NA,state_grewup,广东,CN
SS1609163312228,NA,country_born,是,CN
SS1609163312228,NA,current_in,是,CN
SS1609163312228,NA,state_grewup,山东,CN
SS1609165042530,NA,country_born,是,CN
SS1609165042530,NA,current_in,是,CN
SS1609165042530,NA,state_grewup,四川,CN
SS1609166832692,NA,country_born,是,CN
SS1609166832692,NA,current_in,是,CN
SS1609166832692,NA,state_grewup,北京,CN
SS1609206019548,NA,country_born,是,CN
SS1609206019548,NA,current_in,是,CN
SS1609206019548,NA,state_grewup,北京,CN
SS1609208930844,NA,country_born,否,CN
SS1609208930844,NA,current_in,否,CN
SS1609208930844,NA,state_grewup,重庆,CN
SS1609213276315,NA,country_born,是,CN
SS1609213276315,NA,current_in,是,CN
SS1609213276315,NA,state_grewup,新疆,CN
SS1609214157015,NA,country_born,是,CN
SS1609214157015,NA,current_in,是,CN
SS1609214157015,NA,state_grewup,贵州,CN
SS1609222543224,NA,country_born,是,CN
SS1609222543224,NA,current_in,是,CN
SS1609222543224,NA,state_grewup,山东,CN
SS1609223067371,NA,country_born,是,CN
SS1609223067371,NA,current_in,是,CN
SS1609223067371,NA,state_grewup,山东,CN
SS1609225913111,NA,country_born,是,CN
SS1609225913111,NA,current_in,是,CN
SS1609225913111,NA,state_grewup,江苏,CN
SS1609229037242,NA,country_born,是,CN
SS1609229037242,NA,current_in,是,CN
SS1609229037242,NA,state_grewup,浙江,CN
SS1609229287946,NA,country_born,是,CN
SS1609229287946,NA,current_in,是,CN
SS1609229287946,NA,state_grewup,山东,CN
SS1609233742402,NA,country_born,是,CN
SS1609233742402,NA,current_in,是,CN
SS1609233742402,NA,state_grewup,河南,CN
SS1609234368670,NA,country_born,是,CN
SS1609234368670,NA,current_in,是,CN
SS1609234368670,NA,state_grewup,河南,CN
SS1609236181354,NA,country_born,是,CN
SS1609236181354,NA,current_in,是,CN
SS1609236181354,NA,state_grewup,贵州,CN
SS1609238981425,NA,country_born,是,CN
SS1609238981425,NA,current_in,是,CN
SS1609238981425,NA,state_grewup,福建,CN
SS1609241808889,NA,country_born,是,CN
SS1609241808889,NA,current_in,是,CN
SS1609241808889,NA,state_grewup,山东,CN
SS1609242245499,NA,country_born,是,CN
SS1609242245499,NA,current_in,是,CN
SS1609242245499,NA,state_grewup,山西,CN
SS1609248452680,NA,country_born,是,CN
SS1609248452680,NA,current_in,是,CN
SS1609248452680,NA,state_grewup,山东,CN
SS1609252307381,NA,country_born,是,CN
SS1609252307381,NA,current_in,是,CN
SS1609252307381,NA,state_grewup,江苏,CN
SS1609254302236,NA,country_born,是,CN
SS1609254302236,NA,current_in,是,CN
SS1609254302236,NA,state_grewup,山东,CN
SS1609301941699,NA,country_born,是,CN
SS1609301941699,NA,current_in,是,CN
SS1609301941699,NA,state_grewup,吉林,CN
SS1609304537384,NA,country_born,是,CN
SS1609304537384,NA,current_in,是,CN
SS1609304537384,NA,state_grewup,山东,CN
SS1609311237755,NA,country_born,是,CN
SS1609311237755,NA,current_in,是,CN
SS1609311237755,NA,state_grewup,陕西,CN
SS1609311437110,NA,country_born,是,CN
SS1609311437110,NA,current_in,是,CN
SS1609311437110,NA,state_grewup,山东,CN
SS1609314218600,NA,country_born,是,CN
SS1609314218600,NA,current_in,是,CN
SS1609314218600,NA,state_grewup,山东,CN
SS1609315463105,NA,country_born,是,CN
SS1609315463105,NA,current_in,是,CN
SS1609315463105,NA,state_grewup,青海,CN
SS1609318098340,NA,country_born,是,CN
SS1609318098340,NA,current_in,是,CN
SS1609318098340,NA,state_grewup,广东,CN
SS1609320517766,NA,country_born,是,CN
SS1609320517766,NA,current_in,是,CN
SS1609320517766,NA,state_grewup,山东,CN
SS1609382454367,NA,country_born,是,CN
SS1609382454367,NA,current_in,是,CN
SS1609382454367,NA,state_grewup,山东,CN
SS1609382677476,NA,country_born,是,CN
SS1609382677476,NA,current_in,是,CN
SS1609382677476,NA,state_grewup,江西,CN
SS1609383084698,NA,country_born,是,CN
SS1609383084698,NA,current_in,是,CN
SS1609383084698,NA,state_grewup,北京,CN
SS1609383467951,NA,country_born,是,CN
SS1609383467951,NA,current_in,是,CN
SS1609383467951,NA,state_grewup,河北,CN
SS1609383545426,NA,country_born,是,CN
SS1609383545426,NA,current_in,是,CN
SS1609383545426,NA,state_grewup,山东,CN
SS1609383938335,NA,country_born,是,CN
SS1609383938335,NA,current_in,是,CN
SS1609383938335,NA,state_grewup,山东,CN
SS1609384109788,NA,country_born,是,CN
SS1609384109788,NA,current_in,是,CN
SS1609384109788,NA,state_grewup,重庆,CN
SS1609385308642,NA,country_born,是,CN
SS1609385308642,NA,current_in,是,CN
SS1609385308642,NA,state_grewup,河北,CN
SS1609385581333,NA,country_born,是,CN
SS1609385581333,NA,current_in,是,CN
SS1609385581333,NA,state_grewup,河北,CN
SS1609386384117,NA,country_born,是,CN
SS1609386384117,NA,current_in,是,CN
SS1609386384117,NA,state_grewup,广东,CN
SS1609387365186,NA,country_born,是,CN
SS1609387365186,NA,current_in,是,CN
SS1609387365186,NA,state_grewup,广西,CN
SS1609388348920,NA,country_born,是,CN
SS1609388348920,NA,current_in,是,CN
SS1609388348920,NA,state_grewup,山东,CN
SS1609390330971,NA,country_born,是,CN
SS1609390330971,NA,current_in,是,CN
SS1609390330971,NA,state_grewup,福建,CN
SS1609390524426,NA,country_born,是,CN
SS1609390524426,NA,current_in,是,CN
SS1609390524426,NA,state_grewup,北京,CN
SS1609390607072,NA,country_born,是,CN
SS1609390607072,NA,current_in,是,CN
SS1609390607072,NA,state_grewup,北京,CN
SS1609391110803,NA,country_born,是,CN
SS1609391110803,NA,current_in,是,CN
SS1609391110803,NA,state_grewup,内蒙古,CN
SS1609394084810,NA,country_born,是,CN
SS1609394084810,NA,current_in,是,CN
SS1609394084810,NA,state_grewup,江西,CN
SS1609395698854,NA,country_born,是,CN
SS1609395698854,NA,current_in,是,CN
SS1609395698854,NA,state_grewup,北京,CN
SS1609396252246,NA,country_born,是,CN
SS1609396252246,NA,current_in,是,CN
SS1609396252246,NA,state_grewup,黑龙江,CN
SS1609396253241,NA,country_born,否,CN
SS1609396253241,NA,current_in,否,CN
SS1609396253241,NA,state_grewup,黑龙江,CN
SS1609396910985,NA,country_born,是,CN
SS1609396910985,NA,current_in,是,CN
SS1609396910985,NA,state_grewup,河南,CN
SS1609397448237,NA,country_born,是,CN
SS1609397448237,NA,current_in,是,CN
SS1609397448237,NA,state_grewup,陕西,CN
SS1609399510291,NA,country_born,是,CN
SS1609399510291,NA,current_in,是,CN
SS1609399510291,NA,state_grewup,山东,CN
SS1609399711690,NA,country_born,是,CN
SS1609399711690,NA,current_in,是,CN
SS1609399711690,NA,state_grewup,北京,CN
SS1609400144008,NA,country_born,是,CN
