subject,culture,prompt,response,correct,coder
SS1651690714289,US,Description4,the engine on the planes are indifferent locations.,1,acao
SS1651690719363,US,Description4,the size of the jet propeller changes,1,acao
SS1651690719510,US,Description4,wings are closer and further away,1,acao
SS1651690723933,US,Description4,Size of the turbines on the plane,1,acao
SS1651690727662,US,Description4,The circular thing below the wing is farther ahead so it looks larger.,1,acao
SS1651690727759,US,Description4,engine size changed,1,acao
SS1651690729593,US,Description4,The airplane propeller hole is bigger in one than the other. ,1,acao
SS1651690730467,US,Description4,the plane fan is bigger,1,acao
SS1651690731537,US,Description4,the engine is bigger in one of the pictures.,1,acao
SS1651690732177,US,Description4,size of engine,1,acao
SS1651690735020,US,Description4,engine,1,acao
SS1651690735532,US,Description4,The engine changed size,1,acao
SS1651690737808,US,Description4,unknown,0,acao
SS1651690740366,US,Description4,unknown,0,acao
SS1651690741486,US,Description4,jet engine is closer to the camera in succeeding shots,1,acao
SS1651690741942,US,Description4,The size of the engine.,1,acao
SS1651690743939,US,Description4,The turbine engine on the front plane changed in size,1,acao
SS1651690748106,US,Description4,the size of the engine,1,acao
SS1651690758188,US,Description4,unknown,0,acao
SS1651690762770,US,Description4,The engine on the plane moves closer and further back,1,acao
SS1651690768899,US,Description4,The engine size,1,acao
SS1651690793463,US,Description4,one loads the plane and one flies,1,acao
SS1651690802568,US,Description4,Size of the fan on the plane is different.,1,acao
SS1651690810190,US,Description4,size or closeness of plane engine,1,acao
SS1651690858692,US,Description4,plane engine,1,acao
SS1651690873357,US,Description4,size of engine changes ,1,acao
SS1651690892118,US,Description4,The size of the plane engine on the wing is changing sizes.,1,acao
SS1651690898679,US,Description4,plane engine comes closer and then moves backward.,1,acao
SS1651690926515,US,Description4,The jet engine changes sizes,1,acao
SS1651690932141,US,Description4,engine size,1,acao
SS1651690949027,US,Description4,engine size/position,1,acao
SS1651691043519,US,Description4,The turbine is smaller,1,acao
SS1651691175620,US,Description4,The jet engine is smaller in one of the images,1,acao
SS1651691207769,US,Description4,Size of the engine changes,1,acao
SS1651691673018,US,Description4,The position of the jet engine moves,1,acao
SS1651692016531,US,Description4,the plane engine is larger in one,1,acao
SS1651692160397,US,Description4,the plane advances and retreats,1,acao
SS1651694070275,US,Description4,unknown,0,acao
SS1651697396411,US,Description4,turbine,1,acao
SS1651868487521,US,Description4,part of the jet was getting bigger and smaller,1,acao
SS1651868699067,US,Description4,The plane engine is bigger in one image than the other,1,acao
SS1651868701012,US,Description4,size difference on moto part of plane,1,acao
SS1651868705438,US,Description4,A turbine engine has different sizes.,1,acao
SS1651868707186,US,Description4,The size of the plane's turbine changes.,1,acao
SS1651868708760,US,Description4,the planes engine is smaller,1,acao
SS1651868710355,US,Description4,the plane's engine is bigger in one of the pictures,1,acao
SS1651868712524,US,Description4,The plane's turbine changes sizes.,1,acao
SS1651868713554,US,Description4,unknown,0,acao
SS1651868714312,US,Description4,The photos of the engine on the jet were taken from different persepctives so that in one photo it appears larger than it does in the second photo.,1,acao
SS1651868714404,US,Description4,The jet on the plane gets bigger and smaller,1,acao
SS1651868716048,US,Description4,The size of one of the jet's engines changes.,1,acao
SS1651868717843,US,Description4,Size of the plane part,1,acao
SS1651868718682,US,Description4,The wing and engine change between pictures.,1,acao
SS1651868720723,US,Description4,the jet turbine thing is smaller or larger ,1,acao
SS1651868725160,US,Description4,the airplane loading thing is different size,1,acao
SS1651868731784,US,Description4,size of part on plane,1,acao
SS1651868736601,US,Description4,The engine on the plane grows and shrinks.,1,acao
SS1651868738305,US,Description4,unknown,0,acao
SS1651868744832,US,Description4,The plane's engine gets bigger,1,acao
SS1651868744957,US,Description4,the plane engine under the wing gets bigger and smaller,1,acao
SS1651868745180,US,Description4,plane is closer,0,acao
SS1651868745703,US,Description4,The size of the engine on the airplane changes,1,acao
SS1651868751261,US,Description4,The airplane engine grows and shrinks.,1,acao
SS1651868754302,US,Description4,the engine on the plane got bigger or smaller.,1,acao
SS1651868755995,US,Description4,size of jet engine,1,acao
SS1651868756130,US,Description4,The size of the engine changes ,1,acao
SS1651868757005,US,Description4,the jet engine (?) is larger in one image,1,acao
SS1651868761529,US,Description4,jet engine housing changes size,1,acao
SS1651868767690,US,Description4,the exhaust or engine of the plane under the wing becomes smaller and larger,1,acao
SS1651868773205,US,Description4,One engine is bigger.,1,acao
SS1651868778604,US,Description4,the size of the plane's engine got smaller and then bigger,1,acao
SS1651868779378,US,Description4,The jet engine increases and decreases in size.,1,acao
SS1651868780067,US,Description4,plane engine considerably bigger/smaller,1,acao
SS1651868782330,US,Description4,The turbine is bigger,1,acao
SS1651868783532,US,Description4,The plane,0,acao
SS1651868784777,US,Description4,size of engine on wing,1,acao
SS1651868788340,US,Description4,One of the jet engines gets bigger.,1,acao
SS1651868788402,US,Description4,The size of the wing and jet engine,1,acao
SS1651868793732,US,Description4,The object in the center gets bigger and smaller.,1,acao
SS1651868796147,US,Description4,the engine on the airplane changes sizes,1,acao
SS1651868796810,US,Description4,engine on the plane is smaller,1,acao
SS1651868799606,US,Description4,the engine gets bigger and smaller,1,acao
SS1651868800189,US,Description4,The engine on the plane gets bigger and smaller,1,acao
SS1651868802451,US,Description4,engine gets bigger,1,acao
SS1651868810933,US,Description4,plane turbine,1,acao
SS1651868811761,US,Description4,the size of the jet under the wing changes.,1,acao
SS1651868811860,US,Description4,The difference is in the size of the plane's turbine,1,acao
SS1651868812123,US,Description4,Engine on plane is big or small,1,acao
SS1651868816028,US,Description4,The size of the plane's engine,1,acao
SS1651868817160,US,Description4,TURBO THING UNDER WING IS SMALLER,1,acao
SS1651868817171,US,Description4,engine changes size,1,acao
SS1651868820237,US,Description4,engine gets bigger and smaller,1,acao
SS1651868826063,US,Description4,engine size,1,acao
SS1651868827795,US,Description4,The engine turbine is either bigger or smaller.,1,acao
SS1651868828049,US,Description4,part on airplane changes size,1,acao
SS1651868830966,US,Description4,engine size changed,1,acao
SS1651868834466,US,Description4,the size of the jet engine changes,1,acao
SS1651868836129,US,Description4,size of engine,1,acao
SS1651868837282,US,Description4,size of jet engine,1,acao
SS1651868839147,US,Description4,one of the engine is small and big,1,acao
SS1651868839906,US,Description4,the plane turbine changes in size,1,acao
SS1651868840289,US,Description4,The size of the plane's engine is different between the two photos.,1,acao
SS1651868840790,US,Description4,"One vehicle carries people, and the other vehicle carries the loading ramp so the passengers can get on and off the other vehicle.",0,acao
SS1651868850581,US,Description4,Size of turbine on airplane,1,acao
SS1651868852345,US,Description4,size of engine,1,acao
SS1651868868975,US,Description4,propeller is bigger in one picture ,1,acao
SS1651868873914,US,Description4,engine size changes ... perhaps just because plane in different position,1,acao
SS1651868876318,US,Description4,the engine size changes,1,acao
SS1651868901145,US,Description4,the size of the round thing on the airplane,1,acao
SS1651868924360,US,Description4,the airplane jet gets bigger and smaller,1,acao
SS1651868966456,US,Description4,The size of the turbine is different on each plane.,1,acao
SS1651869014963,US,Description4,size of the plane's engine,1,acao
SS1651869017878,US,Description4,The size of the engine on the aircraft varies between images,1,acao
SS1651869021473,US,Description4,size of engines on wing ,1,acao
SS1651869024622,US,Description4,jet on plane was bigger,1,acao
SS1651869038791,US,Description4,The turbine of the plane grows or shrinks in size.,1,acao
SS1651869076619,US,Description4,The air turbine is bigger in one of the pictures,1,acao
SS1651869096666,US,Description4,unknown,0,acao
SS1651869107778,US,Description4,the one engine shrinks,1,acao
SS1651869115143,US,Description4,Airplane turbine gets bigger.,1,acao
SS1651869117517,US,Description4,the size of the plane engine is different,1,acao
SS1651869119140,US,Description4,The plane part on the lower middle left was getting bigger and smaller.,1,acao
SS1651869128913,US,Description4,One of the engines changes size,1,acao
SS1651869192697,US,Description4,The airplane engine gets bigger and smaller,1,acao
SS1651869198002,US,Description4,the plane's engine is different,1,acao
SS1651869512955,US,Description4,The plane engines are different sizes.,1,acao
SS1651869609511,US,Description4,The plane's engine changes size.,1,acao
SS1651869808693,US,Description4,The round part under the wing of the plane is much larger on one picture,1,acao
SS1651869849200,US,Description4,Bigger engine,1,acao
SS1651870014949,US,Description4,The size of the plane's engines changes,1,acao
SS1651870238624,US,Description4,The size of the jet engine was different.,1,acao
SS1651870376242,US,Description4,The engine under the wing changes in size,1,acao
SS1651870443746,US,Description4,the size of the fuselage,1,acao
SS1651871550730,US,Description4,Turbine size changing,1,acao
SS1651871841115,US,Description4,airplane wing coming closer,1,acao
SS1651871889261,US,Description4,The turbine on the plane is different sizes,1,acao
SS1651872480719,US,Description4,The jet engine is different sizes.,1,acao
SS1651873332890,US,Description4,the engine gets bigger,1,acao
SS1651873359386,US,Description4,The size of the jet engine changes from smaller to larger,1,acao
SS1651878926426,US,Description4,the size of the airplane's fuselage,1,acao
SS1651878928252,US,Description4,position of wing,0,acao
SS1651616817210,US,Description5,"the number of ""passenger",1,acao
SS1651616819170,US,Description5,the amount of windows on the plane increases/decreases,1,acao
SS1651616821119,US,Description5,windows on plane,1,acao
SS1651616823657,US,Description5,more windows appear or disappear on the airplane,1,acao
SS1651616824013,US,Description5,unknown,0,acao
SS1651616827589,US,Description5,car and truck,0,acao
SS1651616829561,US,Description5,more windows on the plane in one pic,1,acao
SS1651616834023,US,Description5,the number of windows on teh side of the plane changes,1,acao
SS1651616835091,US,Description5,I didn't see any difference.,0,acao
SS1651616837719,US,Description5,There are more rows of windows in one of them.,1,acao
SS1651616838947,US,Description5,Some of the windows disappeared,1,acao
SS1651616839031,US,Description5,unknown,0,acao
SS1651616839120,US,Description5,less windows,1,acao
SS1651616839551,US,Description5,number of windows,1,acao
SS1651616839622,US,Description5,number of side windows on plane changes,1,acao
SS1651616840889,US,Description5,The number of windows on the plane changes.,1,acao
SS1651616841722,US,Description5,One is a jet and the other a service vehicle.,0,acao
SS1651616841972,US,Description5,the plane has less windows in one picture vs the other,1,acao
SS1651616843053,US,Description5,the plane had a different color,1,acao
SS1651616844450,US,Description5,windows change,1,acao
SS1651616844684,US,Description5,windows,1,acao
SS1651616844911,US,Description5,number of windows,1,acao
SS1651616846951,US,Description5,More windows on the othjer pic,1,acao
SS1651616850845,US,Description5,the plane has more window,1,acao
SS1651616854167,US,Description5,shorter row of windows on plane,1,acao
SS1651616854402,US,Description5,Plane has less cabin windows on the top.,1,acao
SS1651616857792,US,Description5,unknown,0,acao
SS1651616858489,US,Description5,windows are missing,1,acao
SS1651616858633,US,Description5,the blue stripe was a different width.,0,acao
SS1651616860080,US,Description5,unknown,0,acao
SS1651616860708,US,Description5,windows,1,acao
SS1651616861128,US,Description5,unknown,0,acao
SS1651616861546,US,Description5,airplane windows,1,acao
SS1651616863114,US,Description5,The number of windows on the plane changes ,1,acao
SS1651616863145,US,Description5,There are more windows on the plane in one picture.,1,acao
SS1651616876627,US,Description5,the lettering gets longer in one picture,0,acao
SS1651616909217,US,Description5,there are more windows in the plane.,1,acao
SS1651616969092,US,Description5,the windows are missing,1,acao
SS1651616982939,US,Description5,The number of windows on the plane changes.,1,acao
SS1651617013503,US,Description5,nothing,0,acao
SS1651617033971,US,Description5,windows,1,acao
SS1651617071100,US,Description5,the windows on the plane change,1,acao
SS1651617143573,US,Description5,Windows removed from plane,1,acao
SS1651617282312,US,Description5,one plane has more windows than the other,1,acao
SS1651617310480,US,Description5,more windows in the plane on one image and less windows in the other plane image,1,acao
SS1651624230659,US,Description5,the windows on the plain,1,acao
SS1651678198123,US,Description5,Some of the windows of the plane are removed,1,acao
SS1651678202019,US,Description5,Number of visible glass windows on commercial plane is toggled from a reduction to half in size back to original doubling length,1,acao
SS1651678206055,US,Description5,there are more windows on the plane in 1 photo and less windows in the other photo,1,acao
SS1651678216185,US,Description5,unknown,0,acao
SS1651678216437,US,Description5,the number of windows on the jet,1,acao
SS1651678218891,US,Description5,the stripes on the plane are different,0,acao
SS1651678220434,US,Description5,uknown,0,acao
SS1651678221331,US,Description5,there are more windows on the top floor of the cabin in one photo,1,acao
SS1651678224995,US,Description5,Number of plane windows,1,acao
SS1651678226524,US,Description5,the lines on the airplane,1,acao
SS1651678227696,US,Description5,The number of windows on the jet changes,1,acao
SS1651678229872,US,Description5,unknown,0,acao
SS1651678232565,US,Description5,windonws on plane body change.,1,acao
SS1651678239759,US,Description5,"In one picture, there are more small windows on the side of the plane that in the other picture.",1,acao
SS1651678242246,US,Description5,unkown,0,acao
SS1651678243882,US,Description5,A few windows on the plane are missing in one picture.,1,acao
SS1651678244241,US,Description5,There are more windows on the plane in one picture than the other.,1,acao
SS1651678245327,US,Description5,The number of windows on the plane,1,acao
SS1651678246113,US,Description5,one is a truck the other is a plane,0,acao
SS1651678246330,US,Description5,The number of windows on the jet change ,1,acao
SS1651678248637,US,Description5,The number of passenger seat windows is different.,1,acao
SS1651678248989,US,Description5,unknown,0,acao
SS1651678249603,US,Description5,Some of the planes windows disappear.,1,acao
SS1651678250397,US,Description5,unknown,0,acao
SS1651678252363,US,Description5,Half the passenger windows disappeared.,1,acao
SS1651678252935,US,Description5,unknown,0,acao
SS1651678253736,US,Description5,unknown,0,acao
SS1651678256204,US,Description5,unknown,0,acao
SS1651678257395,US,Description5,There are more windows in the passenger area of the plane in one photo than there is in the other.,1,acao
SS1651678258791,US,Description5,Number of windows on plane,1,acao
SS1651678259296,US,Description5,amount of windows change on the plane,1,acao
SS1651678260164,US,Description5,Number of windows,1,acao
SS1651678260331,US,Description5,No difference.,0,acao
SS1651678260663,US,Description5,There are more windows on the jet.,1,acao
SS1651678261063,US,Description5,the number of windows on the plane changes,1,acao
SS1651678261912,US,Description5,nothing ,0,acao
SS1651678262590,US,Description5,more windows on the plane in one,1,acao
SS1651678262854,US,Description5,Number of windows changes,1,acao
SS1651678263725,US,Description5,windows on the plane,1,acao
SS1651678265100,US,Description5,number of passenger windows on plane,1,acao
SS1651678265263,US,Description5,The difference was the number of windows on the side of the airplane.,1,acao
SS1651678267011,US,Description5,There are 3 or 4 windows on the plane that disappear and then appear between the two pictures.,1,acao
SS1651678267140,US,Description5,Airplane side windows disappear,1,acao
SS1651678267405,US,Description5,the number of windows on the place differs,1,acao
SS1651678268119,US,Description5,Number of windows changed.,1,acao
SS1651678270245,US,Description5,number of windows on plane changes,1,acao
SS1651678270524,US,Description5,THe number of windows on the airplane is different,1,acao
SS1651678271326,US,Description5,There are more windows on the plane in the second picture than in the first.,1,acao
SS1651678274966,US,Description5,number of windows on plane,1,acao
SS1651678278178,US,Description5,unknown,0,acao
SS1651678298946,US,Description5,windows on plane,1,acao
SS1651678302508,US,Description5,"unknown i accidentally hit spacebar, sorry",0,acao
SS1651678327719,US,Description5,the plane windows move,1,acao
SS1651678328286,US,Description5,The amount of windows on the plane increases/decreases,1,acao
SS1651678331156,US,Description5,The amount of windows,1,acao
SS1651678353530,US,Description5,the number of windows on plane,1,acao
SS1651678384991,US,Description5,Missing windows on the plane,1,acao
SS1651678386286,US,Description5,the amount of windows on airplane,1,acao
SS1651678409670,US,Description5,  unknown,0,acao
SS1651678434328,US,Description5,the number of passenger windows is different,1,acao
SS1651678459452,US,Description5,There were less windows on the plane in one image,1,acao
SS1651678462364,US,Description5,"The number of side windows, on the jet, are changing.",1,acao
SS1651678474300,US,Description5,number of windows,1,acao
SS1651678537895,US,Description5,The number of small windows on the plane are changing.,1,acao
SS1651678538948,US,Description5,4 windows on the airplane,1,acao
SS1651678556653,US,Description5,More windows on plane.,1,acao
SS1651678559284,US,Description5,I can't see the difference,0,acao
SS1651678574838,US,Description5,Windows on plane.,1,acao
SS1651678625157,US,Description5,There is less windows on the airplane in one and more in the other,1,acao
SS1651678626616,US,Description5,One picture has more windows on the plane than the other. ,1,acao
SS1651678637077,US,Description5,the small windows on the plane,1,acao
SS1651678701050,US,Description5,unknown,0,acao
SS1651678717637,US,Description5,windows along the side of the plane on the same level as the passenger door do not extend as far in one pic  (fewer/more windows),1,acao
SS1651678770686,US,Description5,the number of windows on the plane change,1,acao
SS1651678809453,US,Description5,the number of windows on the upper deck of the jet,1,acao
SS1651678955017,US,Description5,The light blue stripe shifts from side to side.,0,acao
SS1651679034205,US,Description5,number of windows on the plane,1,acao
SS1651679448134,US,Description5,The number of windows on the plane,1,acao
SS1651679534071,US,Description5,the number of windows on the side of the plan changes,1,acao
SS1651679569580,US,Description5, number of windows on plane,1,acao
SS1651679629301,US,Description5,less windows,1,acao
SS1651679984067,US,Description5,windows changing,1,acao
SS1651680129189,US,Description5,unknown,0,acao
SS1651680530568,US,Description5,more windows on the plane ,1,acao
SS1651680818305,US,Description5,more windows,1,acao
SS1651680994828,US,Description5,There is more windows on the plane,1,acao
SS1651681877580,US,Description5,unknown,0,acao
SS1651682805154,US,Description5,unknown,0,acao
SS1651687447221,US,Description5,one airplane has only  windows while the other has a full set,1,acao
SS1651689857645,US,Description5,windows missing,1,acao
SS1651690446636,US,Description5,unknown,0,acao
SS1651690626669,US,Description5,the plane is missing several windows,1,acao
SS1651690672320,US,Description5,The number of windows are different.,1,acao
SS1651690674639,US,Description5,number of windows,1,acao
SS1651690678231,US,Description5,windows on plane,1,acao
SS1651690678388,US,Description5,The number of top windows on the front side of the jet has more in one pic than the next.,1,acao
SS1651690681690,US,Description5,different amount of windows,1,acao
SS1651690683219,US,Description5,The number of passenger windows changed from each picture.,1,acao
SS1651690685286,US,Description5,there are more windows on the plane,1,acao
SS1651690687499,US,Description5,number of small windows in plane changes,1,acao
SS1651690687538,US,Description5,unknown,0,acao
SS1651690691047,US,Description5,amount of windows on plane changed,1,acao
SS1651690691327,US,Description5,number of windows on plane,1,acao
SS1651690698980,US,Description5,unknown,0,acao
SS1651690706045,US,Description5,number of windows on plane,1,acao
SS1651690707343,US,Description5,unknown,0,acao
SS1651690707467,US,Description5,A couple windows missing on plane,1,acao
SS1651690708015,US,Description5,there are more windows on the plane ,1,acao
SS1651690711805,US,Description5,Number of windows,1,acao
SS1651690714289,US,Description5,one of the airplanes has fewer windows,1,acao
SS1651690719363,US,Description5,windows on the plane are missing in one picture,1,acao
SS1651690719510,US,Description5,more windows in plane,1,acao
SS1651690723933,US,Description5,The number of windows on the plane,1,acao
SS1651690727662,US,Description5,The plane has more little windows at the top.,1,acao
SS1651690727759,US,Description5,unknown,0,acao
SS1651690729593,US,Description5,There are more airplane windows in one ,1,acao
SS1651690730467,US,Description5,the plane has less windows,1,acao
SS1651690731537,US,Description5,The plane has more windows in one of the pictures.,1,acao
SS1651690732177,US,Description5,number of windows,1,acao
SS1651690735020,US,Description5,windows,1,acao
SS1651690735532,US,Description5,The number of windows changed,1,acao
SS1651690737808,US,Description5,unknown,0,acao
SS1651690740366,US,Description5,There are more windows on one image than the other. ,1,acao
SS1651690741486,US,Description5,more windows on the plane,1,acao
SS1651690741942,US,Description5,The tower in the back seems out of place.,1,acao
SS1651690743939,US,Description5,There were more windows on the plane,1,acao
SS1651690748106,US,Description5,the windows on the plane,1,acao
SS1651690758188,US,Description5,unknown,0,acao
SS1651690762770,US,Description5,There are more windows or less depending,1,acao
SS1651690768899,US,Description5,There are more windows on the plane in one picture than in the other.,1,acao
SS1651690793463,US,Description5,one flies one pulls the plane,1,acao
SS1651690802568,US,Description5,The number of windows are different.,1,acao
SS1651690810190,US,Description5,number of windows,1,acao
SS1651690858692,US,Description5,plane windows,1,acao
SS1651690873357,US,Description5,unknown,0,acao
SS1651690892118,US,Description5,The number of windows on the side of the plane are changing.,1,acao
SS1651690898679,US,Description5,unknown,0,acao
SS1651690926515,US,Description5,The number of windows on the side of the plane changes,1,acao
SS1651690932141,US,Description5,amount of windows on jet,1,acao
SS1651690949027,US,Description5,number of top windows,1,acao
SS1651691043519,US,Description5,There are a different number of windows,1,acao
SS1651691175620,US,Description5,Number of windows is different in one of the images,1,acao
SS1651691207769,US,Description5,Number of windows changes on the plane,1,acao
SS1651691673018,US,Description5,The number of passenger windows changes,1,acao
SS1651692016531,US,Description5,extra windows on the plane.,1,acao
SS1651692160397,US,Description5,windows on plane,1,acao
SS1651694070275,US,Description5,unknown,0,acao
SS1651697396411,US,Description5,window,1,acao
SS1651868487521,US,Description5,unknown,0,acao
SS1651868699067,US,Description5,One image has more plane windows than the other,1,acao
SS1651868701012,US,Description5,more windows,1,acao
SS1651868705438,US,Description5,The plane has more passenger windows in one picture.,1,acao
SS1651868707186,US,Description5,The number of windows on the plane changes.,1,acao
SS1651868708760,US,Description5,the number of windows on the jet,1,acao
SS1651868710355,US,Description5,The plane is missing 4 windows in one of the pictures,1,acao
SS1651868712524,US,Description5,The number of windows on the airplane changes.,1,acao
SS1651868713554,US,Description5,plane is pulled up slightly,0,acao
SS1651868714312,US,Description5,"I think it has to do with the tower in the background that has the clock on it , but I can't be sure.",1,acao
SS1651868714404,US,Description5,Some of the small windows toward the front disappear.,1,acao
SS1651868716048,US,Description5,The number of passenger windows on the airplane changes.,1,acao
SS1651868717843,US,Description5,unknown,0,acao
SS1651868718682,US,Description5,The amount of windows change.,1,acao
SS1651868720723,US,Description5,there are fewer smaller windows on the plane ,1,acao
SS1651868725160,US,Description5,the airplane is slightly different sized?,1,acao
SS1651868731784,US,Description5,unknown,0,acao
SS1651868736601,US,Description5,The number of windows on the plane increases and decreases.,1,acao
SS1651868738305,US,Description5,unknown,0,acao
SS1651868744832,US,Description5,In one image the plane has more windows,1,acao
SS1651868744957,US,Description5,The number of windows on the plane,1,acao
SS1651868745180,US,Description5,unknown,0,acao
SS1651868745703,US,Description5,Part of the airplanes windows go away.,1,acao
SS1651868751261,US,Description5,The number of windows on the airplane change.,1,acao
SS1651868754302,US,Description5,the amount of small windows in the middle of the aircraft changed between images.,1,acao
SS1651868755995,US,Description5,number of windows on the plane,1,acao
SS1651868756130,US,Description5,There are more windows on the plane in one image,1,acao
SS1651868757005,US,Description5,there are more windows on the plane in one photo,1,acao
SS1651868761529,US,Description5,number of window grows and shrinks,1,acao
SS1651868767690,US,Description5,the plane windows disappear,1,acao
SS1651868773205,US,Description5,There are more windows on one plane.,1,acao
SS1651868778604,US,Description5,the number of windows on the plane decreased,1,acao
SS1651868779378,US,Description5,The number of windows on the plane increases and decreases.,1,acao
SS1651868780067,US,Description5,more windows on plane,1,acao
SS1651868782330,US,Description5,Unknown,0,acao
SS1651868783532,US,Description5,Some of the windows go missing,1,acao
SS1651868784777,US,Description5,number of windows on plane,1,acao
SS1651868788340,US,Description5,more airplane windows appear.,1,acao
SS1651868788402,US,Description5,The number of windows on the plane,1,acao
SS1651868793732,US,Description5,unknown,0,acao
SS1651868796147,US,Description5,the number of windows on the airplane keeps on changing with each picture,1,acao
SS1651868796810,US,Description5,more windows on the plane,1,acao
SS1651868799606,US,Description5,there's more or less windows,1,acao
SS1651868800189,US,Description5,The number of windows on the plane increase and decrease,1,acao
SS1651868802451,US,Description5,more windows in airplane,1,acao
SS1651868810933,US,Description5,amount of windows on plane,1,acao
SS1651868811761,US,Description5,the number of small windows on the side of the plane changes.,1,acao
SS1651868811860,US,Description5,The difference is in the number of windows that the plane has,1,acao
SS1651868812123,US,Description5,Has more or less windows on the plane,1,acao
SS1651868816028,US,Description5,The number of windows on the plane,1,acao
SS1651868817160,US,Description5,unknown,0,acao
SS1651868817171,US,Description5,none,0,acao
SS1651868820237,US,Description5,more windows,1,acao
SS1651868826063,US,Description5,the number of windows,1,acao
SS1651868827795,US,Description5,The windows on the plane,1,acao
SS1651868828049,US,Description5,windows on airplane increase/decrease ,1,acao
SS1651868830966,US,Description5,windows ,1,acao
SS1651868834466,US,Description5,the number of windows on the jet changes,1,acao
SS1651868836129,US,Description5,number of windows on the airplane,1,acao
SS1651868837282,US,Description5,number of windows on plane,1,acao
SS1651868839147,US,Description5,unknown,0,acao
SS1651868839906,US,Description5,there are less windows on the plane,1,acao
SS1651868840289,US,Description5,One of the planes has fewer windows.,1,acao
SS1651868840790,US,Description5,A huge passenger plane and a white truck,0,acao
SS1651868850581,US,Description5,Windows on airplane,1,acao
SS1651868852345,US,Description5,number of windows,1,acao
SS1651868868975,US,Description5,fewer windows on the plane ,1,acao
SS1651868873914,US,Description5,number of small windows on top level of plane alternates,1,acao
SS1651868876318,US,Description5,unknown,0,acao
SS1651868901145,US,Description5,the windows on the plane,1,acao
SS1651868924360,US,Description5,the number of windows on the plane,1,acao
SS1651868966456,US,Description5,There are additional windows on the plane in one of the photos.,1,acao
SS1651869014963,US,Description5,amount of windows on plane,1,acao
SS1651869017878,US,Description5,The number of windows on the upper deck of the 747 are different between images,1,acao
SS1651869021473,US,Description5,number of windows on plane varies ,1,acao
SS1651869024622,US,Description5,number of windows on plane,1,acao
SS1651869038791,US,Description5,There are different numbers of passenger windows.,1,acao
SS1651869076619,US,Description5,There were more windows added to the plane in one of the pictures,1,acao
SS1651869096666,US,Description5,unknown,0,acao
SS1651869107778,US,Description5,the amount of windows changes,1,acao
SS1651869115143,US,Description5,Additional windows on the side of the plane.,1,acao
SS1651869117517,US,Description5,there are more windows on the plane,1,acao
SS1651869119140,US,Description5,The number of windows on the side of the plane were changing.,1,acao
SS1651869128913,US,Description5,The number of windows on the side of the plane changes,1,acao
SS1651869192697,US,Description5,windows disappear ,1,acao
SS1651869198002,US,Description5,there are more windows on the second plane,1,acao
SS1651869512955,US,Description5,There is a different amount of passenger windows on the plane.,1,acao
SS1651869609511,US,Description5,The number of windows change.,1,acao
SS1651869808693,US,Description5,One picture contains much fewer windows on the side of the plane,1,acao
SS1651869849200,US,Description5,Windows,1,acao
SS1651870014949,US,Description5,Windows behind the cabin are missing,1,acao
SS1651870238624,US,Description5,One plane had more windows on its side.,1,acao
SS1651870376242,US,Description5,The number of windows on the plane changes,1,acao
SS1651870443746,US,Description5,unknown,0,acao
SS1651871550730,US,Description5,unknown,0,acao
SS1651871841115,US,Description5,the amount of little windows on the plane,1,acao
SS1651871889261,US,Description5,There is a different amount of windows on the plane,1,acao
SS1651872480719,US,Description5,There is a different number of windows on the plane.,1,acao
SS1651873332890,US,Description5,more plane windows appear,1,acao
SS1651873359386,US,Description5,The number of windows on the plane changes,1,acao
SS1651878926426,US,Description5,window number on the airplane,1,acao
SS1651878928252,US,Description5,number of passenger windows,1,acao
SS1651616817210,US,Description6,the supporting arm on the front tractor changes from orange to yellow/black,1,acao
SS1651616819170,US,Description6,the machine has orange/then striped pattern,1,acao
SS1651616821119,US,Description6,stripes on orange post,1,acao
SS1651616823657,US,Description6,a part of the construction truck's pieces changes in color from orange to yellow,1,acao
SS1651616824013,US,Description6,unknown,0,acao
SS1651616827589,US,Description6,steps to tractor,1,acao
SS1651616829561,US,Description6,the tractor has yellow and black stripes on it in one pic,1,acao
SS1651616834023,US,Description6,a post inthe foreground is plain in one picture and black/yellow striped in teh other,1,acao
SS1651616835091,US,Description6,The color of the orange thing in the middle bottom turns yellow and black,1,acao
SS1651616837719,US,Description6,The truck with the crane changes colors from orange to stripes.,1,acao
SS1651616838947,US,Description6,The machine changes from orange to yellow and black,1,acao
SS1651616839031,US,Description6,color changes on the tractor,1,acao
SS1651616839120,US,Description6,yellow lines disappear,1,acao
SS1651616839551,US,Description6,black and yellow piece of tractor,1,acao
SS1651616839622,US,Description6,unknown,0,acao
SS1651616840889,US,Description6,The post beside the backhoe shifts between being plain and having stripes.,1,acao
SS1651616841722,US,Description6,In one picture the sign is yellow and black striped and not in the other.,1,acao
SS1651616841972,US,Description6,yellow stripes on the equipment vs no yellow stripes,1,acao
SS1651616843053,US,Description6,yellow stripes on the pole,1,acao
SS1651616844450,US,Description6,Yellow stripes disappear,1,acao
SS1651616844684,US,Description6,yellow and black stripes in center bottom,1,acao
SS1651616844911,US,Description6,stripes near the bottom,1,acao
SS1651616846951,US,Description6,the yellow and black stripes on the tractor,1,acao
SS1651616850845,US,Description6,color of the hydraulic,1,acao
SS1651616854167,US,Description6,part of tractor is striped,1,acao
SS1651616854402,US,Description6,The support bar on the bulldozer is yellow striped.,1,acao
